Democratic Republic of the Congo,1997,15,18,81.86029208,77.34423739,3.56,21.92,27.94782609,5.547826087,20.45217391,25.06956522,41.5,102.62,x,22252000
Democratic Republic of the Congo,1998,15,18,78.99928489,77.5034555,3.77,24.29,27.61304348,5.613043478,20.48695652,25.0826087,41.5,102.58,x,22689000
Democratic Republic of the Congo,1999,15,18,76.13827769,77.6626736,3.98,26.66,27.27826087,5.67826087,20.52173913,25.09565217,41.5,102.54,x,23150000
Democratic Republic of the Congo,2000,15,18,73.2772705,77.8218917,4.19,29.03,26.94347826,5.743478261,20.55652174,25.10869565,41.4,102.5,x,23676000
Democratic Republic of the Congo,2001,15,18,70.41626331,77.9811098,4.4,31.4,26.60869565,5.808695652,20.59130435,25.12173913,41.5,102.42,x,24282000
Democratic Republic of the Congo,2002,15,18,67.55525612,78.1403279,4.633333333,29.6,26.27391304,5.873913043,20.62608696,25.13478261,41.4,102.34,x,24954000
Democratic Republic of the Congo,2003,15,18,64.69424893,78.299546,4.866666667,27.8,25.93913043,5.939130435,20.66086957,25.14782609,41.3,102.26,x,25679000
Democratic Republic of the Congo,2004,15,18,61.83324174,78.45876411,5.1,26,25.60434783,6.004347826,20.69565217,25.16086957,41.4,102.18,x,26435000
Democratic Republic of the Congo,2005,15,18,58.97223454,78.61798221,5.333333333,24.2,25.26956522,6.069565217,20.73043478,25.17391304,41.4,102.1,x,27205000
Democratic Republic of the Congo,2006,15,18,56.11122735,78.77720031,5.566666667,22.4,24.93478261,6.134782609,20.76521739,25.18695652,41.4,100,x,27987000
Democratic Republic of the Congo,2007,15,18,53.25022016,78.93641841,5.8,20.6,24.6,6.2,20.8,25.2,41.38571429,100,x,28788000
Democratic Republic of the Congo,2010,15,18,44.66719858,79.41407272,5.5,17.7,23.59565217,6.395652174,20.90434783,25.23913043,41.34285714,100,x,31301000
Denmark,1970,18,18,99,99,54,67,4.6,0.4,22,25.1,x,x,5984.814,2481000
Denmark,1975,18,18,99,99,59.9,63,3.3,0.3,23.83333333,26.8,x,x,x,2553000
Denmark,1985,18,18,99,99,69.20769231,74.53846154,0.7,0.1,27.5,30.2,45.7,103,1866,2593000
Denmark,1986,18,18,99,99,70.13846154,75.69230769,1.17,0.21,27.25,29.95,45.9,102.9,1800,2594000
Denmark,1987,18,18,99,99,71.06923077,76.84615385,1.64,0.32,27,29.7,46.2,102.9,1727,2595000
Denmark,1988,18,18,99,99,72,78,2.11,0.43,26.75,29.45,45.7,102.9,1605,2597000
Denmark,1989,18,18,99,99,73,78.61111111,2.58,0.54,26.5,29.2,45.7,102.9,1656,2601000
Denmark,1990,18,18,99,99,74,79.22222222,3.05,0.65,26.25,28.95,46.1,102.9,1647,2606000
Denmark,1991,18,18,99,99,75,79.83333333,3.52,0.76,26,28.7,46.5,102.9,1617,2612000
Denmark,1992,18,18,99,99,76,80.44444444,3.99,0.87,25.75,28.45,46.7,102.8,1706,2620000
Denmark,1993,18,18,99,99,77,81.05555556,4.46,0.98,25.5,28.2,46.8,102.8,1549,2629000
Denmark,1994,18,18,99,99,78,81.66666667,4.93,1.09,25.25,27.95,45.8,102.7,1521,2639000
Denmark,1995,18,18,99,99,79,82.27777778,5.4,1.2,25,27.7,45.3,102.6,1388,2649000
Denmark,1996,18,18,99,99,x,x,4.88,1.08,25.58,28.21,45.4,102.5,1253,2659000
Denmark,1997,18,18,99,99,x,x,4.36,0.96,26.16,28.72,45.5,102.5,x,2669000
Denmark,1998,18,18,99,99,x,x,3.84,0.84,26.74,29.23,46.3,102.4,1161,2679000
Denmark,1999,18,18,99,99,x,x,3.32,0.72,27.32,29.74,46.2,102.4,1122,2689000
Denmark,2000,18,18,99,99,x,x,2.8,0.6,27.9,30.25,46.6,102.3,x,2698000
Denmark,2001,18,18,99,99,x,x,2.28,0.48,28.48,30.76,46.7,102.3,1424,2706000
Denmark,2002,18,18,99,99,x,x,1.76,0.36,29.06,31.27,46.5,102.2,908,2712000
Denmark,2003,18,18,99,99,x,x,1.24,0.24,29.64,31.78,46.4,102.2,854,2719000
Denmark,2004,18,18,99,99,x,x,0.72,0.12,30.22,32.29,46.7,102.1,827,2727000
Denmark,2005,18,18,99,99,x,x,0.2,0,30.8,32.8,46.9,102.1,845,2735000
Denmark,2006,18,18,99,99,x,x,0.183333333,0,30.83333333,32.8,46.9,100,x,2746000
Denmark,2011,18,18,99,99,x,x,0.1,0,31,32.8,47.18571429,100,x,x
Dominica,1970,16,16,x,x,x,x,1,0.3,29.6,32.5,x,x,x,x
Dominica,1981,16,16,x,x,59.42,64.8,0.4,0.2,30.8,33.3,x,x,x,x
Dominica,1982,16,16,x,x,57.5,62.3,0.39,0.19,30.88,33.51,x,x,x,x
Dominica,1985,16,16,x,x,51.74,54.8,0.36,0.16,31.12,34.14,x,99,405,x
Dominica,1986,16,16,x,x,49.82,52.3,0.35,0.15,31.2,34.35,x,99,471,x
Dominica,1987,16,16,x,x,47.9,49.8,0.34,0.14,31.28,34.56,x,99,418,x
Dominica,1988,16,16,x,x,45.98,47.3,0.33,0.13,31.36,34.77,x,99,436,x
Dominica,1989,16,16,x,x,44.06,44.8,0.32,0.12,31.44,34.98,x,99,426,x
Dominica,1990,16,16,x,x,42.14,42.3,0.31,0.11,31.52,35.19,x,100.8,x,x
Dominica,1991,16,16,83.87847757,83.87847757,40.22,39.8,0.3,0.1,31.6,35.4,x,100.8,x,x
Dominica,1992,16,16,84.72193777,84.72193777,38.3,37.3,0.29,0.11,31.69,35.51,x,99.1,x,x
Dominica,1993,16,16,85.56539798,85.56539798,36.38,34.8,0.28,0.12,31.78,35.62,x,97.5,x,x
Dominica,1994,16,16,86.40885818,86.40885818,34.46,32.3,0.27,0.13,31.87,35.73,x,95.6,x,x
Dominica,1995,16,16,87.25231838,87.25231838,x,x,0.26,0.14,31.96,35.84,x,94.1,197.694,x
Dominica,1996,16,16,88.09577858,88.09577858,x,x,0.25,0.15,32.05,35.95,x,94.7,x,x
Dominica,1997,16,16,88.93923879,88.93923879,x,x,0.24,0.16,32.14,36.06,x,95.6,x,x
Dominica,1998,16,16,89.78269899,89.78269899,x,x,0.23,0.17,32.23,36.17,x,96.4,x,x
Dominica,1999,16,16,90.62615919,90.62615919,x,x,0.22,0.18,32.32,36.28,x,96.4,x,x
Dominica,2000,16,16,91.46961939,91.46961939,x,x,0.21,0.19,32.41,36.39,x,100.2,x,x
Dominica,2001,16,16,92.3130796,92.3130796,x,x,0.2,0.2,32.5,36.5,x,101.2,x,x
Dominica,2002,16,16,93.1565398,93.1565398,x,x,0.174193548,0.196774194,32.59354839,36.62903226,x,98.4,x,x
Dominica,2003,16,16,94,94,x,x,0.148387097,0.193548387,32.68709677,36.75806452,x,98.2,x,x
Dominica,2005,16,16,95.6869204,95.6869204,x,x,0.096774194,0.187096774,32.87419355,37.01612903,x,97.8,142,x
Dominican Republic,1970,18,18,x,x,19.203125,25.378125,22.4,6,19.6,26.1,x,x,x,2233000
Dominican Republic,1975,18,18,x,x,26,31.8,21.62727273,5.090909091,20.6,26.19090909,x,x,x,2553000
Dominican Republic,1980,18,18,83.46802214,80.76282721,35,42,20.85454545,4.181818182,21.6,26.28181818,25.08571429,97.3,x,2879000
Dominican Republic,1981,18,18,83.93852604,81.25730657,37.26666667,43.26666667,20.7,4,21.8,26.3,25.52857143,97.38,x,2947000
Dominican Republic,1983,18,18,84.91748281,82.3755285,41.8,45.8,20.9,4.05,21.91666667,26.25,26.41428571,97.54,x,3085000
Dominican Republic,1985,18,18,85.89643957,83.49375043,45.06666667,48.6,21.1,4.1,22.03333333,26.2,27.3,97.7,x,3227000
Dominican Republic,1986,18,18,86.38591796,84.0528614,46.7,50,21.2,4.125,22.09166667,26.175,27.8,97.76,x,3298000
Dominican Republic,1987,18,18,86.87539634,84.61197236,47.7,51.28,21.3,4.15,22.15,26.15,28.2,97.82,x,3369000
Dominican Republic,1988,18,18,87.36487472,85.17108333,48.7,52.56,21.4,4.175,22.20833333,26.125,28.7,97.88,x,3442000
Dominican Republic,1989,18,18,87.85435311,85.7301943,49.7,53.84,21.5,4.2,22.26666667,26.1,29.2,97.94,x,3514000
Dominican Republic,1990,18,18,88.34383149,86.28930526,50.7,55.12,21.6,4.225,22.325,26.075,29.6,98,x,3588000
Dominican Republic,1991,18,18,88.83330987,86.84841623,51.7,56.4,21.7,4.25,22.38333333,26.05,30.1,100.4666667,x,3662000
Dominican Republic,1992,18,18,89.32278826,87.40752719,53.2,57.86,21.8,4.275,22.44166667,26.025,30.5,102.9333333,x,3737000
Dominican Republic,1993,18,18,89.81226664,87.96663816,54.7,59.32,21.9,4.3,22.5,26,31,105.4,x,3811000
Dominican Republic,1994,18,18,90.30174502,88.52574912,56.2,60.78,21.92222222,4.277777778,22.43333333,26.01111111,31.2,101.9,x,3885000
Dominican Republic,1995,18,18,90.79122341,89.08486009,57.7,62.24,21.94444444,4.255555556,22.36666667,26.02222222,31.5,98.4,x,3958000
Dominican Republic,1996,18,18,91.28070179,89.64397106,59.2,63.7,21.96666667,4.233333333,22.3,26.03333333,31.9,98.48,x,4030000
Dominican Republic,1997,18,18,91.77018017,90.20308202,60.86666667,65.53333333,21.98888889,4.211111111,22.23333333,26.04444444,32.4,98.56,x,4100000
Dominican Republic,1998,18,18,92.25965856,90.76219299,62.53333333,67.36666667,22.01111111,4.188888889,22.16666667,26.05555556,33,98.64,x,4169000
Dominican Republic,1999,18,18,92.74913694,91.32130395,64.2,69.2,22.03333333,4.166666667,22.1,26.06666667,33.5,98.72,x,4238000
Dominican Republic,2000,18,18,93.23861532,91.88041492,62.5,64.7,22.05555556,4.144444444,22.03333333,26.07777778,33.9,98.8,x,4308000
Dominican Republic,2001,18,18,93.72809371,92.43952588,63.95,67.25,22.07777778,4.122222222,21.96666667,26.08888889,34.1,99.8,x,4377000
Dominican Republic,2002,18,18,94.21757209,92.99863685,65.4,69.8,22.1,4.1,21.9,26.1,34.4,100.8,x,4447000
Dominican Republic,2003,18,18,94.7602035,93.3243512,64.05,67.675,23.02,4.2,21.72,25.96,34.4,100.3,x,4516000
Dominican Republic,2004,18,18,95.30283492,93.65006555,62.7,65.55,23.94,4.3,21.54,25.82,35.5,99.8,x,4586000
Dominican Republic,2005,18,18,95.84546633,93.97577989,61.35,63.425,24.86,4.4,21.36,25.68,36.1,99.3,x,4655000
Dominican Republic,2006,18,18,96.38809775,94.30149424,60,61.3,25.78,4.5,21.18,25.54,36.6,99.38,x,4725000
Dominican Republic,2007,18,18,96.93072916,94.62720859,69.5,72.9,26.7,4.6,21,25.4,37.04285714,99.46,x,4795000
Dominican Republic,2010,18,18,96.80575124,95.77529602,73.578125,76.753125,27.04864865,4.486486486,21.11351351,25.34324324,38.37142857,99.7,x,5001000
Dominican Republic,2011,18,18,98.05364314,96.09168726,74.9375,78.0375,27.16486486,4.448648649,21.15135135,25.32432432,38.81428571,99.78,x,x
Ecuador,1974,18,18,x,x,17.575,23.825,19.5,3.9,21.2,25,x,x,x,3355000
Ecuador,1980,18,18,93.03639426,94.27675888,25.8,33.6,19.125,4.125,21.35,24.85,19.74761905,98.65,x,3933000
Ecuador,1982,18,18,93.40145535,94.55480682,32.9,39.9,19,4.2,21.4,24.8,21.52857143,98.71,x,4137000
Ecuador,1985,18,18,94.3133769,95.31266634,34.64,42.54,18.625,4.3125,21.625,24.95,24.2,98.8,x,4457000
Ecuador,1986,18,18,94.61735075,95.56528618,35.22,43.42,18.5,4.35,21.7,25,24.9,98.82,x,4569000
Ecuador,1987,18,18,94.92132459,95.81790601,35.8,44.3,18.375,4.3875,21.775,25.05,25.6,98.84,x,4684000
Ecuador,1988,18,18,95.22529844,96.07052585,38.7,48.6,18.25,4.425,21.85,25.1,26.3,98.86,x,4801000
Ecuador,1989,18,18,95.52927229,96.32314569,41.6,52.9,18.125,4.4625,21.925,25.15,27,98.88,x,4918000
Ecuador,1990,18,18,95.83324614,96.57576553,42.46,53.68,18,4.5,22,25.2,27.8,98.9,x,5037000
Ecuador,1991,18,18,95.88815161,96.55791374,43.32,54.46,18.36363636,4.727272727,21.95454545,25.14545455,29.4,98.95,x,5155000
Ecuador,1992,18,18,95.94305709,96.54006195,44.18,55.24,18.72727273,4.954545455,21.90909091,25.09090909,31.1,99,x,5274000
Ecuador,1993,18,18,95.99796256,96.52221017,45.04,56.02,19.09090909,5.181818182,21.86363636,25.03636364,32.8,99,x,5393000
Ecuador,1994,18,18,96.05286803,96.50435838,45.9,56.8,19.45454545,5.409090909,21.81818182,24.98181818,34.4,99,x,5513000
Ecuador,1995,18,18,96.1077735,96.48650659,47,58.6,19.81818182,5.636363636,21.77272727,24.92727273,36,99,x,5634000
Ecuador,1996,18,18,96.16267898,96.4686548,48.1,60.4,20.18181818,5.863636364,21.72727273,24.87272727,37.6,99,x,5755000
Ecuador,1997,18,18,96.21758445,96.45080301,49.2,62.2,20.54545455,6.090909091,21.68181818,24.81818182,37.6,99,x,5876000
Ecuador,1998,18,18,96.27248992,96.43295122,50.3,64,20.90909091,6.318181818,21.63636364,24.76363636,38.8,99.1,x,5999000
Ecuador,1999,18,18,96.32739539,96.41509944,51.4,65.8,21.27272727,6.545454545,21.59090909,24.70909091,39.6,99.1,x,6122000
Ecuador,2000,18,18,96.38230087,96.39724765,52.86,67.18,21.63636364,6.772727273,21.54545455,24.65454545,40.5,99.2,x,6246000
Ecuador,2001,18,18,96.43720634,96.37939586,54.32,68.56,22,7,21.5,24.6,41.3,99.2,57356.848,6371000
Ecuador,2002,18,18,96.30249441,96.18588139,55.78,69.94,21.98888889,6.955555556,21.53333333,24.64444444,39.6,99.2,x,6497000
Ecuador,2003,18,18,96.16778248,95.99236692,57.24,71.32,21.97777778,6.911111111,21.56666667,24.68888889,40,99.3,x,6623000
Ecuador,2004,18,18,96.03307056,95.79885245,58.7,72.7,21.96666667,6.866666667,21.6,24.73333333,41.9,99.3,x,6749000
Ecuador,2005,18,18,95.89835863,95.60533798,60.07083333,74.32916667,21.95555556,6.822222222,21.63333333,24.77777778,42.4,99.4,x,6875000
Ecuador,2006,18,18,95.7636467,95.41182351,61.44166667,75.95833333,21.94444444,6.777777778,21.66666667,24.82222222,42.9,99.43,x,7000000
Ecuador,2007,18,18,95.62893477,95.21830904,62.8125,77.5875,21.93333333,6.733333333,21.7,24.86666667,43.79047619,99.46,x,7124000
Ecuador,2009,18,18,96.83109757,96.81895332,65.55416667,80.84583333,21.91111111,6.644444444,21.76666667,24.95555556,45.57142857,99.52,x,7372000
Ecuador,2010,18,18,98.85409733,98.46886749,66.925,82.475,21.9,6.6,21.8,25,46.46190476,99.55,x,7496000
Ecuador,2011,18,18,98.69484109,98.58650197,68.29583333,84.10416667,21.96666667,6.675,21.81666667,25,47.35238095,99.58,x,x
Egypt,1975,16,18,36.79128449,62.22637442,22.4,24.9,22.059375,3.9,20.534375,23.59333333,x,x,x,20114000
Egypt,1976,16,18,38.1226441,63.04068218,23.86,26.2,21.8,3.8,20.6,23.7,x,x,x,20544000
Egypt,1980,16,18,48.20463277,66.37667937,29.7,31.4,21.36,6.44,20.68,23.66,23.28571429,98.45,x,22416000
Egypt,1984,16,18,58.28662144,69.71267656,28.7,30.3,20.92,9.08,20.76,23.62,23.05714286,98.65,x,24521000
Egypt,1985,16,18,60.80711861,70.54667585,30.375,32.175,20.81,9.74,20.78,23.61,23,98.7,48651,25089000
Egypt,1986,16,18,63.32761578,71.38067515,32.05,34.05,20.7,10.4,20.8,23.6,24.1,95.3,45377,25678000
Egypt,1987,16,18,63.68800802,72.1416949,33.725,35.925,20.08,9.57,20.95,23.94,25.5,96.125,42706,26283000
Egypt,1988,16,18,64.04840026,72.90271465,35.4,37.8,19.46,8.74,21.1,24.28,27,96.95,43572,26889000
Egypt,1989,16,18,64.40879249,73.6637344,38.36666667,41.06666667,18.84,7.91,21.25,24.62,28.4,97.775,39357,27478000
Egypt,1990,16,18,64.76918473,74.42475415,41.33333333,44.33333333,18.22,7.08,21.4,24.96,26.4,98.6,35630,28035000
Egypt,1991,16,18,65.12957697,75.1857739,44.3,47.6,17.6,6.25,21.55,25.3,23.4,95.5,36902,28557000
Egypt,1992,16,18,65.48996921,75.94679366,44.8,47.1,16.98,5.42,21.7,25.64,22.8,95.3,34092,29047000
Egypt,1993,16,18,65.85036145,76.70781341,47.13333333,49.56666667,16.36,4.59,21.85,25.98,23.2,95.2,34563,29514000
Egypt,1994,16,18,66.21075368,77.46883316,49.46666667,52.03333333,15.74,3.76,22,26.32,23.6,95.1,37654,29974000
Egypt,1995,16,18,66.57114592,78.22985291,51.8,54.5,15.12,2.93,22.15,26.66,22.8,99,39110,30437000
Egypt,1996,16,18,66.93153816,78.99087266,51.03333333,53.56666667,14.5,2.1,22.3,27,22.2,95.4,41366,30905000
Egypt,1997,16,18,68.9316895,80.22289964,50.26666667,52.63333333,14.22,1.97,22.27,26.99,21.7,95.5,49767,31378000
Egypt,1998,16,18,70.93184083,81.45492663,49.5,51.7,13.94,1.84,22.24,26.98,21.1,95.5,55849,31860000
Egypt,1999,16,18,72.93199217,82.68695361,51.7,53.9,13.66,1.71,22.21,26.97,21.6,95.4,58512,32356000
Egypt,2000,16,18,74.93214351,83.91898059,53.9,56.1,13.38,1.58,22.18,26.96,21.8,99.3,x,32867000
Egypt,2001,16,18,76.93229484,85.15100758,54.8,57.4,13.1,1.45,22.15,26.95,22.2,94.6,x,33397000
Egypt,2002,16,18,78.93244618,86.38303456,55.7,58.7,12.82,1.32,22.12,26.94,22.5,95.875,x,33947000
Egypt,2003,16,18,80.93259752,87.61506154,56.6,60,12.54,1.19,22.09,26.93,22.7,97.15,x,34514000
Egypt,2004,16,18,82.93274885,88.84708853,56.55,59.6,12.26,1.06,22.06,26.92,21.8,98.425,x,35098000
Egypt,2005,16,18,84.93290019,90.07911551,56.5,59.2,11.98,0.93,22.03,26.91,21.8,99.7,x,35696000
Egypt,2006,16,18,81.75145131,87.85679631,56.86666667,59.56666667,11.7,0.8,22,26.9,21.8,99.75,208010.55,36309000
Egypt,2008,16,18,84.63054373,89.207214,57.6,60.3,13.5,0.6,22.7,27.11333333,21.68571429,99.85,x,37571000
Egypt,2010,16,18,87.50963615,90.55763169,59.73333333,62.44545455,12.98125,0.4,22.83125,27.32666667,21.57142857,99.95,x,38869000
Egypt,2012,16,18,86.05158993,92.35576142,61.86666667,64.59090909,12.4625,0.2,22.9625,27.54,21.45714286,100,x,x
El Salvador,1971,18,18,x,x,14.43636364,15.43030303,20.4,3.4,19,24.7,x,x,27270.184,1932000
El Salvador,1975,18,18,x,x,20,21.6,23.14285714,3.60952381,19.28571429,24.81428571,x,x,x,2141000
El Salvador,1978,18,18,x,x,32.3,34.4,25.2,3.766666667,19.5,24.9,36.53333333,99,x,2284000
El Salvador,1985,18,18,80.63470527,80.7748936,44.5,47.3,30,4.133333333,20,25.1,37.6,103.3,27815,2562000
El Salvador,1986,18,18,81.25069527,81.37065964,44.16666667,47.23333333,27.98571429,4.185714286,20.32857143,25.12857143,38.4,104.3,28617,2598000
El Salvador,1987,18,18,81.86668528,81.96642567,43.83333333,47.16666667,25.97142857,4.238095238,20.65714286,25.15714286,39.1,103.6,28815,2633000
El Salvador,1988,18,18,82.48267528,82.5621917,43.5,47.1,23.95714286,4.29047619,20.98571429,25.18571429,39.8,104.4,29756,2668000
El Salvador,1989,18,18,83.09866529,83.15795773,44.48,48.34,21.94285714,4.342857143,21.31428571,25.21428571,40.5,103.8,30169,2705000
El Salvador,1990,18,18,83.71465529,83.75372377,45.46,49.58,19.92857143,4.395238095,21.64285714,25.24285714,41.2,104.3,30198,2745000
El Salvador,1991,18,18,84.3306453,84.3494898,46.44,50.82,17.91428571,4.447619048,21.97142857,25.27142857,41.2,103.9,31041,2789000
El Salvador,1992,18,18,84.9466353,84.94525583,47.42,52.06,15.9,4.5,22.3,25.3,34.9,103.9,31117,2835000
El Salvador,1993,18,18,85.44907986,85.10932118,48.4,53.3,16.49,4.58,22.27,25.31333333,36,104.0333333,33424,2882000
El Salvador,1994,18,18,85.95152442,85.27338652,49.54,54.58,17.08,4.66,22.24,25.32666667,36.7,104.1666667,35634,2926000
El Salvador,1995,18,18,86.45396898,85.43745187,50.68,55.86,17.67,4.74,22.21,25.34,35.8,104.3,36164,2965000
El Salvador,1996,18,18,86.95641353,85.60151722,51.82,57.14,18.26,4.82,22.18,25.35333333,35.6,104.1,37645,2997000
El Salvador,1997,18,18,87.45885809,85.76558257,52.96,58.42,18.85,4.9,22.15,25.36666667,35.8,104,36765,3024000
El Salvador,1998,18,18,87.96130265,85.92964792,54.1,59.7,19.44,4.98,22.12,25.38,37.6,103.9,35156,3047000
El Salvador,1999,18,18,88.46374721,86.09371326,55.48,61.22,20.03,5.06,22.09,25.39333333,38,103.8,33226,3067000
El Salvador,2000,18,18,88.96619177,86.25777861,56.86,62.74,20.62,5.14,22.06,25.40666667,38.1,103.9,32009,3086000
El Salvador,2001,18,18,89.46863633,86.42184396,58.24,64.26,21.21,5.22,22.03,25.42,38.2,103.6,28993,3104000
El Salvador,2002,18,18,89.97108088,86.58590931,59.62,65.78,21.8,5.3,22,25.43333333,38.4,103.6,26728,3121000
El Salvador,2003,18,18,90.47352544,86.74997465,61,67.3,20.84,5.38,22.1,25.44666667,38.5,103.5,25566,3137000
El Salvador,2004,18,18,90.97597,86.91404,61.98,68.34,19.88,5.46,22.2,25.46,39.7,103.4,x,3153000
El Salvador,2005,18,18,92.96348043,90.65545416,62.96,69.38,18.92,5.54,22.3,25.47333333,40.3,103.9,23191,3169000
El Salvador,2006,18,18,94.95099085,94.39686831,63.94,70.42,17.96,5.62,22.4,25.48666667,40.8,100,x,3186000
El Salvador,2007,18,18,93.88948534,93.21922167,64.92,71.46,17,5.7,22.5,25.5,40.95238095,100,26894.109,3203000
El Salvador,2008,18,18,95.9574739,95.40500822,65.9,72.5,16.90555556,5.763888889,22.59722222,25.52222222,41.1047619,100,x,3222000
El Salvador,2009,18,18,95.32356249,94.70804818,67.29090909,74.04242424,16.81111111,5.827777778,22.69444444,25.54444444,41.25714286,100,x,3242000
El Salvador,2010,18,18,96.03445538,95.66904441,68.68181818,75.58484848,16.71666667,5.891666667,22.79166667,25.56666667,41.40952381,100,x,3263000
Equatorial Guinea,1983,12,12,x,x,x,x,26.3,2.1,21.7,26.9,34.8,99,3021.05,136000
Equatorial Guinea,1985,12,12,x,x,x,x,25.96761045,1.767610452,21.90245645,27.10245645,35,103.6,x,153000
Equatorial Guinea,1986,12,12,x,x,x,x,25.80141568,1.601415678,22.00368468,27.20368468,35.2,103.54,x,161000
Equatorial Guinea,1987,12,12,x,x,x,x,25.6352209,1.435220904,22.10491291,27.30491291,35.6,103.48,x,167000
Equatorial Guinea,1988,12,12,95.73663706,97.49298176,x,x,25.46902613,1.26902613,22.20614113,27.40614113,35.3,103.42,x,172000
Equatorial Guinea,1989,12,12,95.85286458,97.50255864,x,x,25.30283136,1.102831356,22.30736936,27.50736936,35.6,103.36,x,177000
Equatorial Guinea,1990,12,12,95.9690921,97.51213552,x,x,25.13663658,0.936636582,22.40859758,27.60859758,35.5,103.3,x,183000
Equatorial Guinea,1991,12,12,96.08531962,97.5217124,x,x,x,x,x,x,35.7,106,x,189000
Equatorial Guinea,1992,12,12,96.20154714,97.53128928,x,x,x,x,x,x,36.1,105.25,x,196000
Equatorial Guinea,1993,12,12,96.31777466,97.54086616,1.530721029,5.530721029,x,x,x,x,35.8,104.5,x,202000
Equatorial Guinea,1994,12,12,96.43400218,97.55044304,2.183475168,6.183475168,x,x,x,x,35.8,103.75,x,209000
Equatorial Guinea,1995,12,12,96.55022969,97.56001992,2.836229306,6.836229306,x,x,x,x,35.7,103,x,216000
Equatorial Guinea,1996,12,12,96.66645721,97.5695968,3.488983445,7.488983445,x,x,x,x,36.1,102.94,x,223000
Equatorial Guinea,1997,12,12,96.78268473,97.57917368,4.141737584,8.141737584,x,x,x,x,36,102.88,x,230000
Equatorial Guinea,1998,12,12,96.89891225,97.58875056,4.794491723,8.794491723,x,x,x,x,36.1,102.82,x,238000
Equatorial Guinea,1999,12,12,97.01513977,97.59832744,5.447245861,9.447245861,x,x,x,x,36.5,102.76,x,245000
Equatorial Guinea,2000,12,12,97.13136729,97.60790432,6.1,10.1,x,x,x,x,36.8,102.7,x,253000
Equatorial Guinea,2001,12,12,97.24759481,97.6174812,6.752754139,10.75275414,x,x,x,x,36.5,102.55,x,261000
Equatorial Guinea,2002,12,12,97.36382233,97.62705808,7.405508277,11.40550828,x,x,x,x,36.8,102.4,x,269000
Equatorial Guinea,2003,12,12,97.48004985,97.63663496,8.058262416,12.05826242,x,x,x,x,36.4,102.3666667,x,277000
Equatorial Guinea,2004,12,12,97.59627737,97.64621184,8.711016555,12.71101655,x,x,x,x,37,102.3333333,x,285000
Equatorial Guinea,2005,12,12,97.71250489,97.65578872,9.363770694,13.36377069,x,x,x,x,36.5,102.3,x,294000
Equatorial Guinea,2006,12,12,97.8287324,97.6653656,10.01652483,14.01652483,x,x,x,x,37.1,100,x,303000
Equatorial Guinea,2011,12,12,98.40987,97.71325,x,x,x,x,x,x,37.6,100,x,x
Eritrea,1985,18,18,x,x,x,x,x,x,x,x,42,103.8,x,1430000
Eritrea,1986,18,18,x,x,x,x,x,x,x,x,42,103.82,x,1478000
Eritrea,1987,18,18,x,x,x,x,x,x,x,x,42,103.84,x,1528000
Eritrea,1988,18,18,x,x,2.9,8,44.3,2.563363418,18.6,24.59140242,41.8,103.86,x,1576000
Eritrea,1989,18,18,x,x,3.057142857,8,43.35714286,2.397168644,18.74285714,24.69263064,41.8,103.88,x,1618000
Eritrea,1990,18,18,64.912354,77.84913166,3.214285714,8,42.41428571,2.23097387,18.88571429,24.79385887,41.8,103.9,x,1650000
Eritrea,1991,18,18,65.99843238,78.54947253,3.371428571,8,41.47142857,2.064779096,19.02857143,24.89508709,41.9,104.12,x,1671000
Eritrea,1992,18,18,67.08451076,79.24981341,3.528571429,8,40.52857143,1.898584322,19.17142857,24.99631532,41.9,104.34,x,1682000
Eritrea,1993,18,18,68.17058914,79.95015428,3.685714286,8,39.58571429,1.732389548,19.31428571,25.09754355,42,104.56,x,1690000
Eritrea,1994,18,18,69.25666752,80.65049515,3.842857143,8,38.64285714,1.566194774,19.45714286,25.19877177,42,104.78,x,1702000
Eritrea,1995,18,18,70.3427459,81.35083603,4,8,37.7,1.4,19.6,25.3,42.1,105,x,1724000
Eritrea,1996,18,18,71.42882428,82.0511769,4.157142857,8,36.75714286,1.233805226,19.74285714,25.40122823,42.1,104.9,x,1757000
Eritrea,1997,18,18,72.51490266,82.75151777,4.314285714,8,35.81428571,1.067610452,19.88571429,25.50245645,42,104.8,x,1800000
Eritrea,1998,18,18,73.60098105,83.45185865,4.471428571,8,34.87142857,0.901415678,20.02857143,25.60368468,41.9,104.7,x,1852000
Eritrea,1999,18,18,74.68705943,84.15219952,4.628571429,8,33.92857143,0.735220904,20.17142857,25.70491291,41.7,104.6,x,1915000
Eritrea,2000,18,18,75.77313781,84.85254039,4.785714286,8,32.98571429,0.56902613,20.31428571,25.80614113,41.5,104.5,x,1986000
Eritrea,2001,18,18,76.85921619,85.55288127,4.942857143,8,32.04285714,0.402831356,20.45714286,25.90736936,41.5,104.42,x,2067000
Eritrea,2002,18,18,77.94529457,86.25322214,5.1,8,31.1,0.236636582,20.6,26.00859758,41.3,104.34,x,2157000
Eritrea,2003,18,18,79.03137295,86.95356301,5.257142857,8,30.15714286,x,20.74285714,x,41.3,104.26,x,2253000
Eritrea,2004,18,18,80.11745133,87.65390389,5.414285714,8,29.21428571,x,20.88571429,x,41.2,104.18,x,2349000
Eritrea,2005,18,18,81.20352971,88.35424476,5.571428571,8,28.27142857,x,21.02857143,x,41.2,104.1,x,2443000
