Puerto Rico,1996,x,x,x,x,67.6,77.7,x,x,x,x,13004.0
Puerto Rico,1997,x,x,x,x,x,x,x,x,x,x,13305.0
Puerto Rico,1998,x,x,x,x,x,x,x,x,x,x,12327.0
Puerto Rico,1999,x,x,x,x,x,x,x,x,x,x,11780.0
Puerto Rico,2000,x,x,x,x,x,x,11.9,3.9,24.1,26.2,11390.0
Puerto Rico,2002,x,x,x,x,72.2,84.1,x,x,x,x,9607.0
Puerto Rico,2003,x,x,x,x,x,x,x,x,x,x,8999.0
Puerto Rico,2005,x,x,x,x,x,x,x,x,x,x,9140.0
Qatar,1985,x,x,x,x,x,x,x,x,x,x,571.0
Qatar,1986,x,x,72.5,76.8,x,x,14.4,3.7,22.7,26.6,636.0
Qatar,1987,x,x,x,x,28.9,32.3,x,x,x,x,587.0
Qatar,1988,x,x,x,x,x,x,x,x,x,x,732.0
Qatar,1989,x,x,x,x,x,x,x,x,x,x,753.0
Qatar,1990,x,x,x,x,x,x,x,x,x,x,673.0
Qatar,1991,x,x,x,x,x,x,x,x,x,x,580.0
Qatar,1992,x,x,x,x,x,x,x,x,x,x,571.0
Qatar,1993,x,x,x,x,x,x,x,x,x,x,564.0
Qatar,1994,x,x,x,x,x,x,x,x,x,x,511.0
Qatar,1996,x,x,x,x,x,x,x,x,x,x,392.0
Qatar,1997,x,x,80.9,84.2,x,x,x,x,x,x,355.0
Qatar,1998,x,x,x,x,32.3,43.2,4.2,0.2,26.3,28.7,379.0
Qatar,1999,x,x,x,x,x,x,x,x,x,x,390.0
Qatar,2000,x,x,x,x,x,x,x,x,x,x,338.0
Qatar,2001,x,x,x,x,x,x,x,x,x,x,348.0
Qatar,2002,x,x,x,x,x,x,x,x,x,x,408.0
Qatar,2003,x,x,x,x,x,x,x,x,x,x,360.0
Qatar,2004,x,x,88.6,89.1,x,x,3.6,2.3,25.8,27.6,374.0
Qatar,2005,x,x,x,x,x,x,x,x,x,x,345.0
Qatar,2010,x,x,x,x,x,x,17.9,9.8,25.4,27.3,x
R_union,1974,x,x,x,x,x,x,8.6,1.2,22.5,25.2,x
R_union,1982,x,x,x,x,x,x,2.8,0.2,25.8,28.1,x
R_union,1986,x,x,x,x,57,64.7,x,x,x,x,x
R_union,1990,x,x,x,x,67.2,72.9,2.1,0.1,28.2,30.3,x
R_union,1997,x,x,x,x,63.5,66.6,x,x,x,x,x
R_union,1999,x,x,x,x,x,x,1.2,0.2,30.5,32.8,x
R_union,2006,x,x,x,x,x,x,0.9,0.2,31,33.2,x
Republic of Korea,1965,x,x,x,x,14,16,x,x,x,x,x
Republic of Korea,1966,x,x,x,x,15,20,x,x,x,x,x
Republic of Korea,1970,x,x,x,x,x,x,2.9,0.3,23.3,27.2,x
Republic of Korea,1971,x,x,x,x,20.3,24.5,x,x,x,x,x
Republic of Korea,1974,x,x,x,x,27,34.9,x,x,x,x,x
Republic of Korea,1976,x,x,x,x,32.9,44.2,x,x,x,x,x
Republic of Korea,1979,x,x,x,x,43.1,54.5,x,x,x,x,x
Republic of Korea,1982,x,x,x,x,47.4,57.7,x,x,x,x,x
Republic of Korea,1985,x,x,x,x,59.4,70.4,0.9,0.1,24.7,27.8,20949.0
Republic of Korea,1986,x,x,x,x,x,x,x,x,x,x,18397.0
Republic of Korea,1987,x,x,x,x,x,x,x,x,x,x,14959.0
Republic of Korea,1988,x,x,x,x,70.1,77.1,x,x,x,x,12359.0
Republic of Korea,1989,x,x,x,x,x,x,x,x,x,x,9566.0
Republic of Korea,1990,x,x,x,x,x,x,x,x,x,x,8764.0
Republic of Korea,1991,x,x,x,x,69.5,79.4,x,x,x,x,8695.0
Republic of Korea,1992,x,x,x,x,x,x,x,x,x,x,9087.0
Republic of Korea,1993,x,x,x,x,x,x,x,x,x,x,8608.0
Republic of Korea,1994,x,x,x,x,66.8,77.4,x,x,x,x,x
Republic of Korea,1995,x,x,x,x,x,x,0.8,0.2,26.1,29.3,x
Republic of Korea,1996,x,x,x,x,x,x,x,x,x,x,6425.0
Republic of Korea,1997,x,x,x,x,69.5,80.5,x,x,x,x,11966.0
Republic of Korea,1998,x,x,x,x,x,x,x,x,x,x,11232.0
Republic of Korea,1999,x,x,x,x,x,x,x,x,x,x,10210.0
Republic of Korea,2000,x,x,x,x,68.3,79.3,0.7,0.3,27.1,30.3,9218.0
Republic of Korea,2001,x,x,x,x,x,x,x,x,x,x,7753.0
Republic of Korea,2002,x,x,x,x,x,x,x,x,x,x,8746.0
Republic of Korea,2003,x,x,x,x,69.5,84.5,x,x,x,x,7705.0
Republic of Korea,2004,x,x,x,x,x,x,x,x,x,x,6895.0
Republic of Korea,2005,x,x,x,x,..,80.2,0.4,0.2,28.8,32,6260.0
Republic of Korea,2006,x,x,x,x,71.6,79.6,x,x,x,x,x
Republic of Korea,2009,x,x,x,x,70.1,80,x,x,x,x,x
Republic of Moldova,1979,x,x,x,x,x,x,12.3,2.1,20.5,22.6,x
Republic of Moldova,1987,16,18,x,x,x,x,x,x,x,x,8035.0
Republic of Moldova,1988,16,18,x,x,x,x,x,x,x,x,8527.0
Republic of Moldova,1989,16,18,94.4,98.6,x,x,11.6,1.8,21.1,23.8,9158.0
Republic of Moldova,1990,16,18,x,x,x,x,x,x,x,x,9837.0
Republic of Moldova,1991,16,18,x,x,x,x,x,x,x,x,10843.0
Republic of Moldova,1992,16,18,x,x,x,x,x,x,x,x,11084.0
Republic of Moldova,1995,16,18,x,x,x,x,x,x,x,x,11151.0
Republic of Moldova,1996,16,18,x,x,x,x,x,x,x,x,9664.0
Republic of Moldova,1997,x,x,x,x,49.9,73.7,x,x,x,x,x
Republic of Moldova,1998,16,18,x,x,x,x,x,x,x,x,7206.0
Republic of Moldova,1999,16,18,x,x,x,x,x,x,x,x,6625.0
Republic of Moldova,2000,16,18,x,x,42.8,62.4,x,x,x,x,6260.0
Republic of Moldova,2001,16,18,x,x,x,x,x,x,x,x,5940.0
Republic of Moldova,2002,16,18,x,x,x,x,x,x,x,x,5436.0
Republic of Moldova,2003,16,18,x,x,x,x,x,x,x,x,5258.0
Republic of Moldova,2004,16,18,98.6,99.6,x,x,6.4,0.8,23.7,27.1,5217.0
Republic of Moldova,2005,x,x,x,x,42.6,67.8,10.6,1.6,21.9,25.4,x
Republic of Moldova,2006,16,18,x,x,x,x,x,x,x,x,x
Romania,1966,x,x,x,x,x,x,21.6,2.5,20.2,24.5,x
Romania,1977,x,x,x,x,x,x,15.9,2.7,21.1,24.9,x
Romania,1978,x,x,x,x,5.3,58,x,x,x,x,x
Romania,1985,16,18,x,x,x,x,x,x,x,x,56506.0
Romania,1986,16,18,x,x,x,x,x,x,x,x,65716.0
Romania,1987,16,18,x,x,x,x,x,x,x,x,70308.0
Romania,1988,16,18,x,x,x,x,x,x,x,x,61371.0
Romania,1989,16,18,x,x,x,x,x,x,x,x,55938.0
Romania,1990,16,18,x,x,x,x,x,x,x,x,47906.0
Romania,1991,16,18,x,x,x,x,x,x,x,x,46526.0
Romania,1992,16,18,95,98.5,x,x,12,1.9,22.1,25.7,45205.0
Romania,1993,16,18,x,x,14.5,57.3,x,x,x,x,45934.0
Romania,1994,16,18,x,x,x,x,x,x,x,x,44229.0
Romania,1995,16,18,x,x,x,x,x,x,x,x,40829.0
Romania,1996,16,18,x,x,x,x,x,x,x,x,38262.0
Romania,1997,16,18,x,x,x,x,x,x,x,x,37830.0
Romania,1998,16,18,x,x,x,x,x,x,x,x,35641.0
Romania,1999,x,x,x,x,29.5,63.8,x,x,x,x,x
Romania,2000,16,18,x,x,x,x,x,x,x,x,32293.0
Romania,2001,16,18,x,x,x,x,x,x,x,x,29130.0
Romania,2002,16,18,96.3,98.4,x,x,4.1,0.2,25.2,28.6,26777.0
Romania,2003,16,18,x,x,x,x,x,x,x,x,28224.0
Romania,2004,x,x,x,x,38.2,70.3,x,x,x,x,x
Romania,2005,16,18,x,x,x,x,x,x,x,x,28883.0
Romania,2006,16,18,x,x,x,x,x,x,x,x,x
Romania,2011,x,x,x,x,x,x,2.6,0.1,26.6,29.8,x
Russian Federation,1979,x,x,x,x,x,x,11.7,2.5,20.5,23.2,x
Russian Federation,1985,18,18,x,x,x,x,x,x,x,x,215894.0
Russian Federation,1986,18,18,x,x,x,x,x,x,x,x,216320.0
Russian Federation,1987,18,18,x,x,x,x,x,x,x,x,227920.0
Russian Federation,1988,18,18,x,x,x,x,x,x,x,x,236067.0
Russian Federation,1989,18,18,96.8,99.5,x,x,10.9,2.5,21.8,24.4,255766.0
Russian Federation,1990,18,18,x,x,x,x,x,x,x,x,275547.0
Russian Federation,1991,18,18,x,x,x,x,x,x,x,x,275912.0
Russian Federation,1992,18,18,x,x,44.4,62.5,x,x,x,x,261206.0
Russian Federation,1993,18,18,x,x,x,x,x,x,x,x,243527.0
Russian Federation,1994,18,18,x,x,48.6,66.8,x,x,x,x,256540.0
Russian Federation,1995,18,18,x,x,47.5,63.4,x,x,x,x,238019.0
Russian Federation,1996,18,18,x,x,47.1,65.3,x,x,x,x,209531.0
Russian Federation,1997,18,18,x,x,x,x,x,x,x,x,195959.0
Russian Federation,1998,18,18,x,x,x,x,x,x,x,x,189012.0
Russian Federation,1999,18,18,x,x,x,x,x,x,x,x,167765.0
Russian Federation,2000,18,18,x,x,x,x,x,x,x,x,162997.0
Russian Federation,2001,18,18,x,x,x,x,x,x,x,x,165600.0
Russian Federation,2002,18,18,99.2,99.7,x,x,7.7,1.6,22.6,25.2,169919.0
Russian Federation,2003,18,18,x,x,x,x,x,x,x,x,170308.0
Russian Federation,2004,18,18,x,x,64.6,83.8,x,x,x,x,171940.0
Russian Federation,2007,x,x,x,x,65,79.5,x,x,x,x,x
Russian Federation,2010,x,x,x,x,x,x,7.9,1.8,24.4,27,x
Rwanda,1970,x,x,x,x,x,x,17.6,3.3,20.1,22.6,x
Rwanda,1983,x,x,x,x,0.9,11,x,x,x,x,x
Rwanda,1992,x,x,x,x,12.9,21.2,x,x,x,x,x
Rwanda,1996,x,x,x,x,7.1,13.7,9.3,2.1,23.3,24.8,x
Rwanda,2000,x,x,59.8,71.4,4.3,13.2,x,x,x,x,x
Rwanda,2002,x,x,x,x,x,x,8.2,2.5,23.9,26.7,x
Rwanda,2003,21,21,x,x,x,x,x,x,x,x,x
Rwanda,2005,x,x,x,x,8.9,17.4,2.9,0.2,23.7,26.5,x
Rwanda,2007,x,x,x,x,26.1,36.4,x,x,x,x,x
Rwanda,2010,x,x,x,x,x,x,3.7,0.2,24.4,26.6,x
Rwanda,2011,x,x,x,x,44,51.6,x,x,x,x,x
R̩union,1985,x,x,x,x,x,x,x,x,x,x,1847.0
R̩union,1986,x,x,x,x,x,x,x,x,x,x,1665.0
R̩union,1989,x,x,x,x,x,x,x,x,x,x,1384.0
R̩union,1993,x,x,x,x,x,x,x,x,x,x,1541.0
R̩union,1994,x,x,x,x,x,x,x,x,x,x,1187.0
R̩union,1995,x,x,x,x,x,x,x,x,x,x,1211.0
R̩union,1996,x,x,x,x,x,x,x,x,x,x,1103.0
R̩union,1997,x,x,x,x,x,x,x,x,x,x,728.0
R̩union,1998,x,x,x,x,x,x,x,x,x,x,2252.0
R̩union,1999,x,x,x,x,x,x,x,x,x,x,1123.0
R̩union,2000,x,x,x,x,x,x,x,x,x,x,1217.0
R̩union,2001,x,x,x,x,x,x,x,x,x,x,1303.0
R̩union,2002,x,x,x,x,x,x,x,x,x,x,1327.0
R̩union,2003,x,x,x,x,x,x,x,x,x,x,1241.0
R̩union,2005,x,x,x,x,x,x,x,x,x,x,1571.0
Saint Helena ex. dep.,1997,x,x,x,x,x,x,x,x,x,x,9.0
Saint Helena ex. dep.,1998,x,x,x,x,x,x,x,x,x,x,11.0
Saint Helena ex. dep.,1999,x,x,x,x,x,x,x,x,x,x,6.0
Saint Helena ex. dep.,2000,x,x,x,x,x,x,x,x,x,x,7.0
Saint Kitts and Nevis,1980,x,x,x,x,x,x,0.5,0.1,31.3,32.1,x
Saint Kitts and Nevis,1984,x,x,x,x,37,40.6,x,x,x,x,x
Saint Kitts and Nevis,1985,x,x,x,x,x,x,x,x,x,x,217.0
Saint Kitts and Nevis,1986,x,x,x,x,x,x,x,x,x,x,235.0
Saint Kitts and Nevis,1987,x,x,x,x,x,x,x,x,x,x,180.0
Saint Kitts and Nevis,1988,x,x,x,x,x,x,x,x,x,x,183.0
Saint Kitts and Nevis,1989,x,x,x,x,x,x,x,x,x,x,201.0
Saint Kitts and Nevis,1990,x,x,x,x,x,x,x,x,x,x,165.0
Saint Kitts and Nevis,1991,x,x,x,x,x,x,x,x,x,x,163.0
Saint Kitts and Nevis,1992,x,x,x,x,x,x,x,x,x,x,166.0
Saint Kitts and Nevis,1993,x,x,x,x,x,x,x,x,x,x,144.0
Saint Kitts and Nevis,1994,x,x,x,x,x,x,x,x,x,x,166.0
Saint Kitts and Nevis,1995,x,x,x,x,x,x,x,x,x,x,133.0
Saint Kitts and Nevis,1996,x,x,x,x,x,x,x,x,x,x,153.0
Saint Kitts and Nevis,1999,x,x,x,x,x,x,x,x,x,x,153.0
Saint Kitts and Nevis,2000,x,x,x,x,x,x,x,x,x,x,160.0
Saint Kitts and Nevis,2001,x,x,x,x,x,x,x,x,x,x,164.0
Saint Lucia,1970,x,x,x,x,x,x,1.2,0.2,28.7,32,x
Saint Lucia,1980,x,x,x,x,x,x,0.7,0.2,31.4,34.1,x
Saint Lucia,1981,x,x,x,x,50.7,52.2,x,x,x,x,x
Saint Lucia,1985,18,18,x,x,x,x,x,x,x,x,1083.0
Saint Lucia,1986,18,18,x,x,x,x,x,x,x,x,970.0
Saint Lucia,1988,x,x,x,x,45.9,47.3,x,x,x,x,x
Saint Lucia,1991,x,x,x,x,x,x,0.7,0.5,33.7,35.1,x
Saint Lucia,1994,18,18,x,x,x,x,x,x,x,x,647.0
Saint Lucia,1995,18,18,x,x,x,x,x,x,x,x,662.0
Saint Lucia,1996,18,18,x,x,x,x,x,x,x,x,520.0
Saint Lucia,1997,18,18,x,x,x,x,x,x,x,x,559.0
Saint Lucia,1998,18,18,x,x,x,x,x,x,x,x,474.0
Saint Lucia,1999,18,18,x,x,x,x,x,x,x,x,474.0
Saint Lucia,2000,18,18,x,x,x,x,x,x,x,x,483.0
Saint Lucia,2001,18,18,x,x,x,x,6.8,1.3,22.8,27.7,564.0
Saint Lucia,2002,18,18,x,x,x,x,x,x,x,x,455.0
Saint Lucia,2004,18,18,x,x,x,x,x,x,x,x,444.0
Saint Lucia,2005,18,18,x,x,x,x,x,x,x,x,380.0
Saint Lucia,2006,18,18,x,x,x,x,x,x,x,x,x
Saint Vincent and the Grenadines,1980,x,x,x,x,x,x,1.3,0.1,28.2,32.2,x
Saint Vincent and the Grenadines,1981,x,x,x,x,51.6,55.5,x,x,x,x,x
Saint Vincent and the Grenadines,1986,x,x,x,x,x,x,x,x,x,x,674.0
Saint Vincent and the Grenadines,1988,x,x,x,x,55.9,58.3,x,x,x,x,636.0
Saint Vincent and the Grenadines,1991,x,x,x,x,x,x,0.8,0.1,30.9,34.5,x
Saint Vincent and the Grenadines,1992,x,x,x,x,x,x,x,x,x,x,592.0
Saint Vincent and the Grenadines,1993,x,x,x,x,x,x,x,x,x,x,572.0
Saint Vincent and the Grenadines,1994,x,x,x,x,x,x,x,x,x,x,570.0
Saint Vincent and the Grenadines,1995,x,x,x,x,x,x,x,x,x,x,561.0
Saint Vincent and the Grenadines,1996,x,x,x,x,x,x,x,x,x,x,480.0
Saint Vincent and the Grenadines,1997,x,x,x,x,x,x,x,x,x,x,496.0
Saint Vincent and the Grenadines,1998,x,x,x,x,x,x,x,x,x,x,455.0
Saint Vincent and the Grenadines,1999,x,x,x,x,x,x,x,x,x,x,462.0
Saint Vincent and the Grenadines,2000,x,x,x,x,x,x,x,x,x,x,464.0
Saint Vincent and the Grenadines,2001,x,x,x,x,x,x,x,x,x,x,417.0
Saint Vincent and the Grenadines,2002,x,x,x,x,x,x,16.7,4.5,21.2,27.8,425.0
Saint Vincent and the Grenadines,2003,x,x,x,x,x,x,x,x,x,x,398.0
Saint-Pierre-et-Miquelon,1974,x,x,x,x,x,x,10.7,1.5,21.8,25.6,x
Saint-Pierre-et-Miquelon,1982,x,x,x,x,x,x,2.1,0,23.9,26.4,x
Samoa,1971,x,x,x,x,x,x,10.3,1.4,22,26.3,x
Samoa,1981,x,x,x,x,x,x,6.8,1.1,23.2,27.3,x
Samoa,1994,x,x,97.6,98.5,x,x,x,x,x,x,x
Samoa,1998,x,x,x,x,23.2,24.5,x,x,x,x,x
Samoa,2001,x,x,x,x,x,x,7.1,1.2,24.3,28.6,x
Samoa,2004,x,x,98.3,98.9,x,x,x,x,x,x,x
Samoa,2005,19,21,x,x,x,x,x,x,x,x,x
Samoa,2009,x,x,x,x,26.6,28.7,7.6,1,24,28.7,x
San Marino,1970,x,x,x,x,x,x,9.6,0.6,20.6,26.1,x
San Marino,1985,18,18,x,x,x,x,3.8,0,24.1,27.7,11.0
San Marino,1986,18,18,x,x,x,x,x,x,x,x,9.0
San Marino,1987,18,18,x,x,x,x,x,x,x,x,10.0
San Marino,1988,18,18,x,x,x,x,x,x,x,x,7.0
San Marino,1989,18,18,x,x,x,x,x,x,x,x,7.0
San Marino,1992,18,18,x,x,x,x,x,x,x,x,3.0
San Marino,1993,18,18,x,x,x,x,x,x,x,x,1.0
San Marino,1994,18,18,x,x,x,x,x,x,x,x,3.0
San Marino,1995,18,18,x,x,x,x,0.9,0,26.8,29.5,3.0
San Marino,1997,18,18,x,x,x,x,x,x,x,x,2.0
San Marino,1998,18,18,x,x,x,x,x,x,x,x,1.0
San Marino,1999,18,18,x,x,x,x,x,x,x,x,4.0
San Marino,2000,x,x,x,x,x,x,0.3,0.1,28.2,30.4,x
San Marino,2003,18,18,x,x,x,x,x,x,x,x,5.0
San Marino,2004,18,18,x,x,x,x,x,x,x,x,1.0
San Marino,2005,x,x,x,x,x,x,0.2,0,28.8,31.3,x
Sao Tome and Principe,1981,x,x,x,x,x,x,24.4,2.6,15.6,21.6,x
Sao Tome and Principe,1991,x,x,61.9,85.2,x,x,19.9,1.9,17.8,23.1,x
Sao Tome and Principe,2000,x,x,x,x,27.4,29.3,x,x,x,x,x
Sao Tome and Principe,2001,x,x,77.9,92.2,x,x,20,x,17.7,x,x
Sao Tome and Principe,2006,x,x,x,x,28.2,30.7,x,x,x,x,x
Sao Tome and Principe,2008,x,x,x,x,x,x,22.6,1.2,20.5,25,x
Sao Tome and Principe,2009,x,x,x,x,33.1,38.4,x,x,x,x,x
Saudi Arabia,1987,x,x,x,x,x,x,16.1,1,21.7,25.6,x
Saudi Arabia,1992,x,x,57.3,80,x,x,x,x,x,x,x
Saudi Arabia,1996,x,x,x,x,28.5,31.8,7.4,0.4,24,27.7,x
Saudi Arabia,1999,x,x,x,x,..,20.8,5.9,0.3,25.8,29.2,x
Saudi Arabia,2000,x,x,69.3,87.1,x,x,x,x,x,x,x
Saudi Arabia,2003,17,20,x,x,x,x,x,x,x,x,x
Saudi Arabia,2004,x,x,76.3,87.5,x,x,8,1.3,24.1,26.9,x
Saudi Arabia,2007,x,x,x,x,..,23.8,4,0.3,24.6,27.2,x
Senegal,1976,x,x,x,x,x,x,38.6,1.1,19.4,28.7,x
Senegal,1978,x,x,x,x,0.6,3.9,x,x,x,x,x
Senegal,1986,x,x,x,x,2.4,11.3,x,x,x,x,x
Senegal,1988,x,x,17.9,36.9,x,x,42.8,2.6,20.1,28.5,x
Senegal,1993,x,x,x,x,4.8,7.4,x,x,x,x,x
Senegal,1997,x,x,x,x,8.1,12.9,29,,21.5,,x
Senegal,1999,x,x,x,x,8.2,10.5,x,x,x,x,x
Senegal,2002,x,x,29.2,51.1,x,x,32.3,11.3,22,29,x
Senegal,2005,x,x,x,x,10,11.8,x,x,x,x,x
Senegal,2010,x,x,x,x,x,x,25.3,0.7,21.6,30,x
Senegal,2011,x,x,x,x,11.9,13.1,x,x,x,x,x
Serbia,1970,x,x,x,x,3.7,51.7,x,x,x,x,x
Serbia,2000,x,x,x,x,31.8,58.7,x,x,x,x,x
Serbia,2002,x,x,x,x,x,x,5.2,1,25.9,29.8,x
Serbia,2005,18,18,x,x,18.6,41.2,x,x,x,x,5288.0
Serbia,2007,18,18,x,x,x,x,x,x,x,x,x
Serbia,2010,x,x,x,x,21.5,60.8,x,x,x,x,x
Serbia and Montenegro,1991,x,x,87.8,97,x,x,x,x,x,x,x
Serbia and Montenegro,2002,x,x,94.1,98.9,x,x,x,x,x,x,x
Seychelles,1971,x,x,x,x,x,x,5.9,0.8,25.6,29.1,x
Seychelles,1985,x,x,x,x,x,x,x,x,x,x,285.0
Seychelles,1986,x,x,x,x,x,x,x,x,x,x,292.0
Seychelles,1987,x,x,85.5,82.9,x,x,5.8,0.7,23.8,26.4,243.0
Seychelles,1990,x,x,x,x,x,x,x,x,x,x,220.0
Seychelles,1993,x,x,x,x,x,x,x,x,x,x,274.0
Seychelles,1994,x,x,88.6,87,x,x,7.1,1.3,24.8,26.9,x
Seychelles,2002,x,x,92.3,91.4,x,x,6.6,1.8,25.2,27.3,x
Sierra Leone,1985,x,x,x,x,x,x,59.8,x,18,x,x
Sierra Leone,1992,x,x,x,x,2.4,2.6,46.4,4.8,19.8,27.7,x
Sierra Leone,2000,x,x,x,x,3.9,4.3,x,x,x,x,x
Sierra Leone,2004,x,x,24.2,46.7,x,x,37.6,6.4,20,26.9,x
Sierra Leone,2005,x,x,x,x,4.3,5.3,x,x,x,x,x
Sierra Leone,2007,21,21,x,x,x,x,x,x,x,x,x
Sierra Leone,2008,x,x,x,x,6,8.2,30.9,0.9,20.5,26.2,x
Singapore,1970,x,x,x,x,x,x,4.8,0.5,24.2,27.8,x
Singapore,1973,x,x,x,x,52.8,60.1,x,x,x,x,x
Singapore,1977,x,x,x,x,62.8,71.3,x,x,x,x,x
Singapore,1980,x,x,x,x,x,x,2.3,0.4,26.2,28.4,x
Singapore,1982,x,x,x,x,58.8,74.2,x,x,x,x,x
Singapore,1985,21,21,x,x,x,x,x,x,x,x,1114.0
Singapore,1986,21,21,x,x,x,x,x,x,x,x,956.0
Singapore,1987,21,21,x,x,53,67,x,x,x,x,872.0
Singapore,1988,21,21,x,x,x,x,x,x,x,x,819.0
Singapore,1989,21,21,x,x,x,x,x,x,x,x,815.0
Singapore,1990,21,21,83,95.1,x,x,1.4,0.2,27,29.9,944.0
Singapore,1991,21,21,x,x,x,x,x,x,x,x,928.0
Singapore,1992,21,21,x,x,52,65,x,x,x,x,848.0
Singapore,1993,21,21,x,x,x,x,x,x,x,x,844.0
Singapore,1994,21,21,x,x,x,x,x,x,x,x,737.0
Singapore,1995,21,21,x,x,x,x,x,x,x,x,657.0
Singapore,1996,21,21,x,x,x,x,x,x,x,x,697.0
Singapore,1997,21,21,x,x,55,62,x,x,x,x,704.0
Singapore,1998,21,21,x,x,x,x,x,x,x,x,793.0
Singapore,1999,21,21,x,x,x,x,x,x,x,x,873.0
Singapore,2000,21,21,x,x,x,x,1,0.1,26.5,30,953.0
Singapore,2001,21,21,x,x,x,x,x,x,x,x,891.0
Singapore,2002,21,21,x,x,x,x,x,x,x,x,842.0
Singapore,2003,21,21,x,x,x,x,x,x,x,x,731.0
Singapore,2004,21,21,x,x,x,x,x,x,x,x,781.0
Singapore,2005,21,21,x,x,x,x,x,x,x,x,853.0
Singapore,2010,x,x,x,x,x,x,0.4,0.1,27.9,30.4,x
Slovakia,1980,x,x,x,x,x,x,7.2,1.2,22.2,25,x
Slovakia,1988,18,18,x,x,x,x,x,x,x,x,9477.0
Slovakia,1989,18,18,x,x,x,x,x,x,x,x,9533.0
Slovakia,1990,18,18,x,x,x,x,x,x,x,x,9638.0
Slovakia,1991,18,18,x,x,41,74,6.9,1.3,22.6,25.5,11002.0
Slovakia,1992,18,18,x,x,x,x,x,x,x,x,10706.0
Slovakia,1993,18,18,x,x,x,x,x,x,x,x,10506.0
Slovakia,1994,18,18,x,x,x,x,x,x,x,x,8915.0
Slovakia,1995,18,18,x,x,x,x,x,x,x,x,7554.0
Slovakia,1997,18,18,x,x,65.6,79.8,x,x,x,x,6523.0
Slovakia,1998,18,18,x,x,x,x,x,x,x,x,6044.0
Slovakia,1999,18,18,x,x,x,x,x,x,x,x,5665.0
Slovakia,2001,18,18,x,x,x,x,1.8,0.4,25.4,28.3,4642.0
Slovakia,2002,18,18,x,x,x,x,x,x,x,x,4580.0
Slovakia,2004,18,18,x,x,x,x,x,x,x,x,4229.0
Slovakia,2005,18,18,x,x,x,x,x,x,x,x,4115.0
Slovakia,2006,x,x,x,x,x,x,1,0.2,27.6,30.1,x
Slovakia,2010,x,x,x,x,x,x,1,0.2,29.1,31.4,x
Slovenia,1970,x,x,x,x,14.2,70.6,x,x,x,x,x
Slovenia,1987,18,18,x,x,x,x,x,x,x,x,2427.0
Slovenia,1988,18,18,x,x,x,x,x,x,x,x,2230.0
Slovenia,1989,18,18,x,x,x,x,x,x,x,x,1912.0
Slovenia,1990,18,18,x,x,x,x,x,x,x,x,1747.0
Slovenia,1991,18,18,99.5,99.6,x,x,2.1,0.5,24.8,28.5,1520.0
Slovenia,1992,18,18,x,x,x,x,x,x,x,x,1405.0
Slovenia,1993,18,18,x,x,x,x,x,x,x,x,1173.0
Slovenia,1994,18,18,x,x,x,x,x,x,x,x,1044.0
Slovenia,1995,18,18,x,x,63.2,78.9,x,x,x,x,975.0
Slovenia,1996,18,18,x,x,x,x,x,x,x,x,809.0
Slovenia,1998,18,18,x,x,x,x,x,x,x,x,605.0
Slovenia,1999,18,18,x,x,x,x,x,x,x,x,549.0
Slovenia,2000,18,18,x,x,x,x,x,x,x,x,512.0
Slovenia,2001,18,18,x,x,x,x,x,x,x,x,442.0
Slovenia,2002,18,18,x,x,x,x,0.3,0,30.2,32.1,387.0
Slovenia,2003,18,18,x,x,x,x,x,x,x,x,368.0
Slovenia,2004,18,18,99.6,99.7,x,x,x,x,x,x,329.0
Slovenia,2005,18,18,x,x,x,x,x,x,x,x,372.0
Slovenia,2011,x,x,x,x,x,x,0.5,0.1,30.7,33.2,x
Solomon Islands,1970,x,x,x,x,x,x,15.6,2.1,22.3,27.4,x
Solomon Islands,1976,x,x,x,x,x,x,26.5,4.5,21.1,25.5,x
Solomon Islands,1986,x,x,x,x,x,x,19.1,3.1,21.2,25,x
Solomon Islands,2006,x,x,x,x,27.3,34.6,x,x,x,x,x
Solomon Islands,2007,x,x,x,x,x,x,12.5,0.4,20.9,26.2,x
Somalia,1999,x,x,x,x,1,7.9,x,x,x,x,x
Somalia,2006,x,x,x,x,1.2,14.6,x,x,x,x,x
South Africa,1980,x,x,x,x,x,x,5.6,0.9,25.7,27.8,x
South Africa,1985,x,x,x,x,x,x,5.2,0.9,26.1,27.9,x
South Africa,1989,x,x,x,x,48.4,49.7,x,x,x,x,x
South Africa,1996,x,x,80.9,84.1,x,x,3.4,0.8,27.9,30.3,x
South Africa,1998,x,x,x,x,55.1,56.3,x,x,x,x,x
South Africa,2003,18,18,x,x,x,x,4.4,2.2,28,30.6,x
South Africa,2004,x,x,x,x,59.8,59.9,x,x,x,x,x
South Africa,2011,x,x,x,x,x,x,3.4,0.7,30.6,33,x
South Sudan,2006,x,x,x,x,1,3.5,x,x,x,x,x
South Sudan,2008,x,x,x,x,x,x,28.9,8.5,20.7,27.1,x
Spain,1970,x,x,x,x,x,x,3.1,0.6,23.7,27.5,x
Spain,1977,x,x,x,x,18.6,47.1,x,x,x,x,x
Spain,1981,x,x,x,x,x,x,5.6,1.8,23.1,26,x
Spain,1985,x,x,x,x,38,59.4,x,x,x,x,x
Spain,1986,18,18,x,x,x,x,x,x,x,x,26731.0
Spain,1987,18,18,x,x,x,x,x,x,x,x,25435.0
