Country or Area,Year,Area,Sex,Age of mother,Record Type,Reliability,Source Year,Value,Value Footnotes
Croatia,1990,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1993,8660,
Croatia,1990,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1993,2919,
Croatia,1990,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1993,457,
Croatia,1990,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1993,24,
Croatia,1990,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1993,254,
Croatia,1989,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1993,55651,
Croatia,1989,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1993,18,
Croatia,1989,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1993,4650,
Croatia,1989,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1993,21543,
Croatia,1989,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1993,18039,
Croatia,1989,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1993,8089,
Croatia,1989,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1993,2646,
Croatia,1989,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1993,465,
Croatia,1989,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1993,18,
Croatia,1989,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1993,4,
Croatia,1989,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1993,179,
Croatia,1988,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1993,58525,
Croatia,1988,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1993,17,
Croatia,1988,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1993,5148,
Croatia,1988,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1993,22776,
Croatia,1988,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1993,18900,
Croatia,1988,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1993,8362,
Croatia,1988,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1993,2679,
Croatia,1988,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1993,416,
Croatia,1988,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1993,28,
Croatia,1988,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1993,1,
Croatia,1988,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1993,198,
Cuba,2005,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2006,120716,
Cuba,2005,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2006,422,
Cuba,2005,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2006,18030,
Cuba,2005,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2006,32584,
Cuba,2005,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2006,29052,
Cuba,2005,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2006,26740,
Cuba,2005,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2006,11733,
Cuba,2005,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2006,2081,
Cuba,2005,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2006,58,
Cuba,2005,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2006,10,
Cuba,2005,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2006,6,
Cuba,2004,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,127192,
Cuba,2004,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2005,462,
Cuba,2004,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2005,18671,
Cuba,2004,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2005,31275,
Cuba,2004,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2005,32403,
Cuba,2004,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2005,29267,
Cuba,2004,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2005,12886,
Cuba,2004,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2005,2139,
Cuba,2004,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2005,63,
Cuba,2004,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2005,13,
Cuba,2004,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2005,13,
Cuba,2003,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2004,136795,
Cuba,2003,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2004,491,
Cuba,2003,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2004,18661,
Cuba,2003,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2004,32034,
Cuba,2003,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2004,37807,
Cuba,2003,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2004,31879,
Cuba,2003,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2004,13780,
Cuba,2003,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2004,2045,
Cuba,2003,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2004,61,
Cuba,2003,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2004,23,
Cuba,2003,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2004,14,
Cuba,2002,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2004,141276,
Cuba,2002,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2004,459,
Cuba,2002,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2004,18822,
Cuba,2002,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2004,31931,
Cuba,2002,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2004,42260,
Cuba,2002,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2004,32314,
Cuba,2002,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2004,13585,
Cuba,2002,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2004,1780,
Cuba,2002,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2004,72,
Cuba,2002,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2004,32,
Cuba,2002,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2004,21,
Cuba,2001,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2004,138718,
Cuba,2001,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2004,488,
Cuba,2001,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2004,18407,
Cuba,2001,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2004,32704,
Cuba,2001,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2004,43712,
Cuba,2001,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2004,29595,
Cuba,2001,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2004,12174,
Cuba,2001,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2004,1493,
Cuba,2001,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2004,77,
Cuba,2001,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2004,31,
Cuba,2001,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2004,37,
Cuba,2000,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2001,143528,
Cuba,2000,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2001,510,
Cuba,2000,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2001,18235,
Cuba,2000,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2001,35317,
Cuba,2000,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2001,45965,
Cuba,2000,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2001,30253,
Cuba,2000,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2001,11750,
Cuba,2000,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2001,1343,
Cuba,2000,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2001,63,
Cuba,2000,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2001,24,
Cuba,2000,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2001,68,
Cuba,1999,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2001,150785,
Cuba,1999,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2001,612,
Cuba,1999,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2001,18958,
Cuba,1999,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2001,39215,
Cuba,1999,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2001,49070,
Cuba,1999,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2001,30810,
Cuba,1999,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2001,10916,
Cuba,1999,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2001,1073,
Cuba,1999,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2001,52,
Cuba,1999,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2001,28,
Cuba,1999,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2001,51,
Cuba,1998,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1999,151080,
Cuba,1998,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1999,537,
Cuba,1998,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1999,18303,
Cuba,1998,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1999,41396,
Cuba,1998,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1999,49460,
Cuba,1998,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1999,30649,
Cuba,1998,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1999,9624,
Cuba,1998,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1999,970,
Cuba,1998,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1999,43,
Cuba,1998,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1999,40,
Cuba,1998,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1999,58,
Cuba,1997,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1999,152681,
Cuba,1997,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1999,535,
Cuba,1997,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1999,19430,
Cuba,1997,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1999,44525,
Cuba,1997,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1999,48503,
Cuba,1997,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1999,30194,
Cuba,1997,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1999,8386,
Cuba,1997,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1999,929,
Cuba,1997,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1999,72,
Cuba,1997,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1999,54,
Cuba,1997,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1999,53,
Cuba,1996,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1997,140276,
Cuba,1996,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1997,487,
Cuba,1996,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1997,18864,
Cuba,1996,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1997,43139,
Cuba,1996,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1997,43500,
Cuba,1996,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1997,26683,
Cuba,1996,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1997,6634,
Cuba,1996,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1997,841,
Cuba,1996,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1997,56,
Cuba,1996,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1997,55,
Cuba,1996,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1997,17,
Cuba,1995,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1996,147170,
Cuba,1995,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1996,516,
Cuba,1995,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1996,22152,
Cuba,1995,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1996,47771,
Cuba,1995,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1996,44554,
Cuba,1995,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1996,24966,
Cuba,1995,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1996,6154,
Cuba,1995,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1996,891,
Cuba,1995,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1996,75,
Cuba,1995,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1996,78,
Cuba,1995,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1996,13,
Cuba,1994,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1996,147265,
Cuba,1994,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1996,578,
Cuba,1994,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1996,24072,
