Kuwait,1996,15,17,x,x,40.9,50.2,x,x,x,x,20.7,65.8,1797
Kuwait,1997,15,17,x,x,x,x,x,x,x,x,21.2,65.6,x
Kuwait,1998,15,17,x,x,x,x,x,x,x,x,21.5,65.2,1281
Kuwait,1999,15,17,x,x,39.3,52,x,x,x,x,21.9,64.8,1301
Kuwait,2000,15,17,x,x,x,x,x,x,x,x,22.3,64.5,1271
Kuwait,2001,15,17,x,x,x,x,x,x,x,x,22.6,67.2,x
Kuwait,2002,15,17,x,x,x,x,x,x,x,x,22.9,66.9,1316
Kuwait,2003,15,17,x,x,x,x,x,x,x,x,23.2,67,1365
Kuwait,2004,15,17,x,x,x,x,x,x,x,x,24.5,66.9,1292
Kuwait,2005,15,17,99.73336417,99.69097015,x,x,5,0.6,27.5,28.9,25.2,65.8,1244
Kuwait,2006,15,17,98.49927024,98.52218047,x,x,x,x,x,x,25.8,x,x
Kuwait,2007,15,17,98.44722863,98.39884024,x,x,x,x,x,x,x,x,x
Kuwait,2008,15,17,98.7393674,98.56515667,x,x,x,x,x,x,x,x,x
Kyrgyzstan,1979,18,18,x,x,x,x,12.3,1.8,21.2,23.7,x,x,x
Kyrgyzstan,1985,18,18,x,x,x,x,x,x,x,x,46.8,105.8,7893
Kyrgyzstan,1986,18,18,x,x,x,x,x,x,x,x,46.7,105.4,8172
Kyrgyzstan,1987,18,18,x,x,x,x,x,x,x,x,46.6,105.2,8447
Kyrgyzstan,1988,18,18,x,x,x,x,x,x,x,x,46.4,105,8375
Kyrgyzstan,1989,18,18,x,x,x,x,10.9,1.1,21.6,24,46.3,104.7,9065
Kyrgyzstan,1990,18,18,x,x,x,x,x,x,x,x,46.2,104.5,9798
Kyrgyzstan,1991,18,18,x,x,x,x,x,x,x,x,46,104.1,10984
Kyrgyzstan,1992,18,18,x,x,x,x,x,x,x,x,45.9,103.9,11953
Kyrgyzstan,1993,18,18,x,x,x,x,x,x,x,x,45.8,103.8,12669
Kyrgyzstan,1994,18,18,x,x,x,x,x,x,x,x,45.6,103.6,11927
Kyrgyzstan,1995,18,18,x,x,x,x,x,x,x,x,45.5,103.2,12406
Kyrgyzstan,1996,18,18,x,x,x,x,x,x,x,x,45.4,103.1,12191
Kyrgyzstan,1997,18,18,x,x,48.9,59.5,13.6,x,20.4,x,45.3,103,10554
Kyrgyzstan,1998,18,18,x,x,x,x,x,x,x,x,45.1,102.8,10323
Kyrgyzstan,1999,18,18,99.69562703,99.65077518,x,x,11.5,1.2,21.9,25,44.9,102.7,9664
Kyrgyzstan,2000,18,18,x,x,x,x,x,x,x,x,44.7,102.9,8727
Kyrgyzstan,2001,18,18,x,x,x,x,x,x,x,x,44.5,102.6,8664
Kyrgyzstan,2002,18,18,x,x,x,x,x,x,x,x,44.2,102.5,8302
Kyrgyzstan,2003,18,18,x,x,x,x,x,x,x,x,44.3,102.4,7982
Kyrgyzstan,2004,18,18,x,x,x,x,x,x,x,x,44.2,102.4,7729
Kyrgyzstan,2005,18,18,x,x,x,x,x,x,x,x,44.2,102.9,7513
Kyrgyzstan,2006,18,18,x,x,45.5,47.8,x,x,x,x,44.1,x,x
Kyrgyzstan,2009,18,18,99.7995877,99.70462783,x,x,8.1,1,23.2,26.3,x,x,x
Lao PDR,1985,18,18,x,x,x,x,x,x,x,x,41.6,100.5,x
Lao PDR,1986,18,18,x,x,x,x,x,x,x,x,41.3,x,x
Lao PDR,1987,18,18,x,x,x,x,x,x,x,x,41.1,x,x
Lao PDR,1988,18,18,x,x,x,x,x,x,x,x,41,x,x
Lao PDR,1989,18,18,x,x,x,x,x,x,x,x,40.8,x,x
Lao PDR,1990,18,18,x,x,x,x,x,x,x,x,40.7,99.8,x
Lao PDR,1991,18,18,x,x,x,x,x,x,x,x,40.7,x,x
Lao PDR,1992,18,18,x,x,x,x,x,x,x,x,40.8,x,x
Lao PDR,1993,18,18,x,x,15.1,18.6,x,x,x,x,40.9,x,x
Lao PDR,1994,18,18,x,x,x,x,x,x,x,x,41,x,x
Lao PDR,1995,18,18,x,x,..,20,19.7,6.4,21.2,23.9,41,100,x
Lao PDR,1996,18,18,x,x,x,x,x,x,x,x,40.9,x,x
Lao PDR,1997,18,18,x,x,x,x,x,x,x,x,40.9,101.8,x
Lao PDR,1998,18,18,x,x,x,x,x,x,x,x,40.8,x,x
Lao PDR,1999,18,18,x,x,x,x,x,x,x,x,40.7,102.3,x
Lao PDR,2000,18,18,73.56058436,88.06196841,28.9,32.2,26.8,x,20.5,x,40.7,99.9,x
Lao PDR,2001,18,18,x,x,x,x,x,x,x,x,40.8,102.4,x
Lao PDR,2002,18,18,x,x,x,x,x,x,x,x,40.9,102.3,x
Lao PDR,2003,18,18,x,x,x,x,x,x,x,x,41,102.3,x
Lao PDR,2004,18,18,x,x,x,x,x,x,x,x,41.1,102.4,x
Lao PDR,2005,18,18,78.73984247,89.1874908,35,38.4,19.7,6,21.7,24.7,41.1,100.8,x
Lao PDR,2006,18,18,x,x,x,x,x,x,x,x,41.1,x,x
Latvia,1979,18,18,x,x,x,x,8.5,2.4,21.9,24.7,x,x,x
Latvia,1985,18,18,x,x,x,x,x,x,x,x,50.3,116.5,x
Latvia,1986,18,18,x,x,x,x,x,x,x,x,50.2,116.1,3754
Latvia,1987,18,18,x,x,x,x,x,x,x,x,50,115.8,3820
Latvia,1988,18,18,x,x,x,x,x,x,x,x,49.9,115.5,3939
Latvia,1989,18,18,99.82091651,99.7500512,x,x,8.5,2.8,22.2,24.3,49.8,115.2,3991
Latvia,1990,18,18,x,x,x,x,x,x,x,x,49.7,115,4436
Latvia,1991,18,18,x,x,x,x,x,x,x,x,49.4,115.1,4406
Latvia,1992,18,18,x,x,x,x,x,x,x,x,49,115.4,4059
Latvia,1993,18,18,x,x,x,x,x,x,x,x,48.7,115.9,3623
Latvia,1994,18,18,x,x,x,x,x,x,x,x,48.4,116.4,2770
Latvia,1995,18,18,x,x,55.5,67.8,x,x,x,x,48,116.7,2416
Latvia,1996,18,18,x,x,x,x,x,x,x,x,47.6,116.9,2080
Latvia,1997,18,18,x,x,x,x,x,x,x,x,48.5,117,1748
Latvia,1998,18,18,x,x,x,x,x,x,x,x,47.6,117,1576
Latvia,1999,18,18,x,x,x,x,x,x,x,x,47.6,117.1,1629
Latvia,2000,18,18,99.7502644,99.71818182,x,x,1.4,0.3,26.7,28.6,48.9,117.4,1606
Latvia,2001,18,18,x,x,x,x,x,x,x,x,48.4,117.2,1535
Latvia,2002,18,18,x,x,x,x,x,x,x,x,48.6,117.2,1457
Latvia,2003,18,18,x,x,x,x,x,x,x,x,48.8,117.2,x
Latvia,2004,18,18,x,x,x,x,x,x,x,x,48.4,117,1459
Latvia,2005,18,18,x,x,x,x,1,0.2,28.1,30.4,48.4,117.2,1429
Latvia,2006,18,18,x,x,x,x,x,x,x,x,48.3,x,x
Latvia,2011,18,18,99.73778,99.64858,x,x,0.7,0.1,29.9,32.4,x,x,x
Liechtenstein,1960,18,18,x,x,x,x,1.8,0.3,24,27.2,x,x,x
Liechtenstein,1985,18,18,x,x,x,x,0.8,0.1,25.6,28.5,x,x,x
Liechtenstein,1986,18,18,x,x,x,x,x,x,x,x,x,104.5,7
Liechtenstein,1987,18,18,x,x,x,x,x,x,x,x,x,104.7,6
Liechtenstein,1993,18,18,x,x,x,x,x,x,x,x,x,x,8
Liechtenstein,1994,18,18,x,x,x,x,x,x,x,x,x,105.4,9
Liechtenstein,1995,18,18,x,x,x,x,x,x,x,x,x,105.2,9
Liechtenstein,1996,18,18,x,x,x,x,x,x,x,x,x,105,9
Liechtenstein,1997,18,18,x,x,x,x,1.4,0.5,28,30.6,x,105.6,2
Liechtenstein,1998,18,18,x,x,x,x,x,x,x,x,x,105.4,x
Liechtenstein,1999,18,18,x,x,x,x,x,x,x,x,x,105.2,x
Liechtenstein,2000,18,18,x,x,x,x,x,x,x,x,x,105.3,6
Liechtenstein,2001,18,18,x,x,x,x,x,x,x,x,x,104.4,9
Liechtenstein,2002,18,18,x,x,x,x,x,x,x,x,x,103.9,4
Liechtenstein,2003,18,18,x,x,x,x,x,x,x,x,x,103.4,9
Liechtenstein,2004,18,18,x,x,x,x,x,x,x,x,x,103.1,4
Liechtenstein,2005,18,18,x,x,x,x,1.5,0,28.8,31.8,x,x,7
Liechtenstein,2010,18,18,x,x,x,x,0.2,0.1,29.6,32.7,x,x,x
Lithuania,1979,18,18,x,x,x,x,,,,,x,x,x
Lithuania,1985,18,18,x,x,x,x,x,x,x,x,49.1,112.3,2972
Lithuania,1986,18,18,x,x,x,x,x,x,x,x,48.9,112.1,3099
Lithuania,1987,18,18,x,x,x,x,x,x,x,x,48.7,111.8,3236
Lithuania,1988,18,18,x,x,x,x,x,x,x,x,48.4,111.5,4451
Lithuania,1989,18,18,99.70846556,99.64117771,x,x,6.6,2.2,22.3,24.7,48.2,111.3,4966
Lithuania,1990,18,18,x,x,x,x,x,x,x,x,48,111.4,5560
Lithuania,1991,18,18,x,x,x,x,x,x,x,x,47.9,111.4,6276
Lithuania,1992,18,18,x,x,x,x,x,x,x,x,47.8,111.5,6278
Lithuania,1993,18,18,x,x,x,x,x,x,x,x,47.7,111.7,5568
Lithuania,1994,18,18,x,x,x,x,x,x,x,x,47.6,112,5275
Lithuania,1995,18,18,x,x,33.2,50.7,x,x,x,x,47.6,112.2,5114
Lithuania,1996,18,18,x,x,x,x,x,x,x,x,47.6,112.6,4693
Lithuania,1997,18,18,x,x,x,x,x,x,x,x,47.6,113,4142
Lithuania,1998,18,18,x,x,x,x,x,x,x,x,48.2,113.2,3747
Lithuania,1999,18,18,x,x,x,x,x,x,x,x,48.4,113.5,3362
Lithuania,2000,18,18,x,x,x,x,x,x,x,x,48.7,113.7,3182
Lithuania,2001,18,18,99.70166645,99.66222096,x,x,2.4,0.5,24.8,26.9,49,113.9,2786
Lithuania,2002,18,18,x,x,x,x,x,x,x,x,49.1,114,2792
Lithuania,2003,18,18,x,x,x,x,x,x,x,x,49.4,114.1,2801
Lithuania,2004,18,18,x,x,x,x,x,x,x,x,49.2,114.3,2619
Lithuania,2005,18,18,x,x,x,x,1.8,0.4,26.1,28.4,49.3,114.5,2494
Lithuania,2006,18,18,x,x,x,x,x,x,x,x,49.4,x,x
Lithuania,2011,18,18,99.7795,99.77121,x,x,0.2,0,29.1,31.7,x,x,x
Luxembourg,1970,16,18,x,x,x,x,6.1,0.6,21.4,25.6,x,x,x
Luxembourg,1981,16,18,x,x,x,x,4.4,0.4,23.1,26.2,x,x,x
Luxembourg,1985,16,18,x,x,x,x,x,x,x,x,34.8,105.7,137
Luxembourg,1986,16,18,x,x,x,x,x,x,x,x,34.8,x,121
Luxembourg,1987,16,18,x,x,x,x,x,x,x,x,34.8,x,141
Luxembourg,1988,16,18,x,x,x,x,x,x,x,x,34.2,x,154
Luxembourg,1989,16,18,x,x,x,x,x,x,x,x,34.6,x,122
Luxembourg,1990,16,18,x,x,x,x,x,x,x,x,35.2,104.4,149
Luxembourg,1991,16,18,x,x,x,x,2.4,0.4,26,28.5,35.5,104,140
Luxembourg,1992,16,18,x,x,x,x,x,x,x,x,37.1,x,127
Luxembourg,1993,16,18,x,x,x,x,x,x,x,x,36.5,103.6,137
Luxembourg,1994,16,18,x,x,x,x,x,x,x,x,37.2,103.6,125
Luxembourg,1995,16,18,x,x,x,x,x,x,x,x,35.7,103.8,115
Luxembourg,1996,16,18,x,x,x,x,x,x,x,x,36.6,103.7,111
Luxembourg,1997,16,18,x,x,x,x,x,x,x,x,37.7,x,x
Luxembourg,1998,16,18,x,x,x,x,x,x,x,x,37.9,103.3,111
Luxembourg,1999,16,18,x,x,x,x,x,x,x,x,39,103.1,x
Luxembourg,2000,16,18,x,x,x,x,x,x,x,x,39.7,103.1,146
Luxembourg,2001,16,18,x,x,x,x,1.4,0.3,27.8,30.6,39.7,102.9,150
Luxembourg,2002,16,18,x,x,x,x,x,x,x,x,40,102.9,154
Luxembourg,2003,16,18,x,x,x,x,x,x,x,x,41.5,102.7,138
Luxembourg,2004,16,18,x,x,x,x,x,x,x,x,41.6,102.5,141
Luxembourg,2005,16,18,x,x,x,x,x,x,x,x,42,102.6,158
Luxembourg,2006,16,18,x,x,x,x,x,x,x,x,42.4,x,x
Madagascar,1975,18,18,x,x,x,x,34.4,9.2,20.3,23.5,x,x,x
Madagascar,1985,18,18,x,x,x,x,x,x,x,x,49.3,101.2,x
Madagascar,1986,18,18,x,x,x,x,x,x,x,x,49.2,x,x
Madagascar,1987,18,18,x,x,x,x,x,x,x,x,49.2,x,x
Madagascar,1988,18,18,x,x,x,x,x,x,x,x,49.3,x,x
Madagascar,1989,18,18,x,x,x,x,x,x,x,x,49.3,x,x
Madagascar,1990,18,18,x,x,x,x,x,x,x,x,49.2,101.1,x
Madagascar,1991,18,18,x,x,x,x,x,x,x,x,49,x,x
Madagascar,1992,18,18,x,x,5.1,16.7,x,x,x,x,48.9,x,x
Madagascar,1993,18,18,x,x,x,x,27.4,7,20.9,24.9,48.8,101,x
Madagascar,1994,18,18,x,x,x,x,x,x,x,x,48.8,x,x
Madagascar,1995,18,18,x,x,x,x,x,x,x,x,48.7,101.1,x
Madagascar,1996,18,18,x,x,x,x,x,x,x,x,48.6,x,x
Madagascar,1997,18,18,x,x,9.7,19.4,33.7,x,20.6,x,48.6,x,x
Madagascar,1998,18,18,x,x,x,x,x,x,x,x,48.6,100.6,x
Madagascar,1999,18,18,x,x,12.9,25,x,x,x,x,48.6,100.5,x
Madagascar,2000,18,18,68.18622696,72.65446224,11.8,18.8,x,x,x,x,48.7,101.1,x
Madagascar,2001,18,18,x,x,x,x,x,x,x,x,48.7,x,x
Madagascar,2002,18,18,x,x,x,x,x,x,x,x,48.3,x,x
Madagascar,2003,18,18,x,x,x,x,x,x,x,x,48.4,x,x
Madagascar,2004,18,18,x,x,16.7,27.1,33,6.4,19.8,24.1,48.4,x,x
Madagascar,2005,18,18,x,x,x,x,x,x,x,x,48.4,101.1,x
Madagascar,2006,18,18,x,x,x,x,x,x,x,x,48.4,x,x
Madagascar,2008,18,18,x,x,x,x,39.9,14,19,22.4,x,x,x
Madagascar,2009,18,18,64.94024867,65.91478394,28.2,39.9,x,x,x,x,x,x,x
Malawi,1977,18,18,x,x,x,x,51,6.1,17.8,22.9,x,x,x
Malawi,1984,18,18,x,x,3.2,6.9,x,x,x,x,x,x,x
Malawi,1985,18,18,x,x,x,x,x,x,x,x,51.2,105.4,x
Malawi,1986,18,18,x,x,x,x,x,x,x,x,51,116.5,x
Malawi,1987,18,18,59.01768527,70.44065303,x,x,43.6,5.7,18.6,23.6,50.8,106.6,x
Malawi,1988,18,18,x,x,x,x,x,x,x,x,50.6,105.5,x
Malawi,1989,18,18,x,x,x,x,x,x,x,x,50.4,105.3,x
Malawi,1990,18,18,x,x,x,x,x,x,x,x,50.2,103.5,x
Malawi,1991,18,18,x,x,x,x,x,x,x,x,50.1,x,x
Malawi,1992,18,18,x,x,7.4,13,41.2,,18.7,,49.8,x,x
Malawi,1993,18,18,x,x,x,x,x,x,x,x,49.7,x,x
Malawi,1994,18,18,x,x,x,x,x,x,x,x,49.4,x,x
Malawi,1995,18,18,x,x,x,x,x,x,x,x,49.5,102.6,x
Malawi,1996,18,18,x,x,14.4,21.9,x,x,x,x,49.5,x,x
Malawi,1997,18,18,x,x,x,x,x,x,x,x,49.6,x,x
Malawi,1998,18,18,70.70072002,82.09122921,x,x,x,x,x,x,49.7,104.1,x
Malawi,1999,18,18,x,x,x,x,x,x,x,x,49.7,103.9,x
Malawi,2000,18,18,x,x,25.7,30.6,x,x,x,x,49.8,102.1,x
Malawi,2001,18,18,x,x,x,x,x,x,x,x,49.7,103.8,x
Malawi,2002,18,18,x,x,x,x,x,x,x,x,49.7,103.7,x
Malawi,2003,18,18,x,x,x,x,x,x,x,x,49.7,103.6,x
Malawi,2004,18,18,x,x,28.1,32.5,36.2,3.2,19,23.6,49.8,103.5,x
Malawi,2005,18,18,x,x,x,x,x,x,x,x,49.9,101.5,x
Malawi,2006,18,18,x,x,38.4,41,x,x,x,x,49.9,x,x
Malawi,2010,18,18,72.13956438,74.26925428,42.2,46.1,26.2,2.5,19.6,23.9,x,x,x
Malaysia,1967,18,18,x,x,6.2,8.7,x,x,x,x,x,x,x
Malaysia,1970,18,18,x,x,x,x,17.5,3.3,22.1,25.6,x,x,x
Malaysia,1974,18,18,x,x,23.7,33,x,x,x,x,x,x,x
Malaysia,1980,18,18,87.96863514,89.49591496,x,x,10.3,1.3,23.5,26.6,x,x,x
Malaysia,1984,18,18,x,x,29.8,51.4,x,x,x,x,x,x,x
Malaysia,1985,18,18,x,x,x,x,x,x,x,x,35.1,98.5,x
Malaysia,1986,18,18,x,x,x,x,x,x,x,x,35.1,99.3,x
Malaysia,1987,18,18,x,x,x,x,x,x,x,x,34.9,99.3,x
Malaysia,1988,18,18,x,x,31.4,48.3,x,x,x,x,34.7,99.3,x
Malaysia,1989,18,18,x,x,x,x,x,x,x,x,34.8,99.2,x
Malaysia,1990,18,18,x,x,x,x,x,x,x,x,34.8,97.1,x
Malaysia,1991,18,18,95.22214433,95.90643847,x,x,7.6,1.4,24.6,27.9,34.7,98.4,x
Malaysia,1992,18,18,x,x,x,x,x,x,x,x,34.6,96.8,x
Malaysia,1993,18,18,x,x,x,x,x,x,x,x,34.5,96.5,x
Malaysia,1994,18,18,x,x,30.4,55.1,x,x,x,x,34.4,96.2,x
Malaysia,1995,18,18,x,x,x,x,x,x,x,x,34.4,96.8,x
Malaysia,1996,18,18,x,x,x,x,x,x,x,x,34.3,95.6,x
Malaysia,1997,18,18,x,x,x,x,x,x,x,x,34.1,97.1,x
Malaysia,1998,18,18,x,x,x,x,x,x,x,x,34.1,97.2,x
Malaysia,1999,18,18,x,x,x,x,x,x,x,x,34.3,97.2,x
Malaysia,2000,18,18,97.23780152,97.20814304,x,x,4.9,1.1,25.1,28.6,35.2,96.6,x
Malaysia,2001,18,18,x,x,x,x,x,x,x,x,35.2,96.4,17944
Malaysia,2002,18,18,x,x,x,x,x,x,x,x,35.2,96.4,15891
Malaysia,2003,18,18,x,x,x,x,x,x,x,x,35.2,96.4,16052
Malaysia,2004,18,18,x,x,32.3,49,x,x,x,x,35.6,96.4,16357
Malaysia,2005,18,18,x,x,x,x,x,x,x,x,35.8,96.8,15752
Malaysia,2006,18,18,x,x,x,x,x,x,x,x,36.1,x,x
Malaysia,2010,18,18,98.45826269,98.38103824,x,x,6.1,5.1,25.7,28,x,x,x
Maldives,1977,12,12,85.60897551,84.1303729,x,x,56.2,12.2,17.5,22.4,x,x,x
Maldives,1985,12,12,96.17603861,94.88721004,x,x,51.2,10.2,17.9,22.1,21.2,92.9,x
Maldives,1986,12,12,x,x,x,x,x,x,x,x,20.8,x,x
Maldives,1987,12,12,x,x,x,x,x,x,x,x,20.4,x,x
Maldives,1988,12,12,x,x,x,x,x,x,x,x,20,x,x
Maldives,1989,12,12,x,x,x,x,x,x,x,x,19.6,x,x
Maldives,1990,12,12,98.19961715,98.07730624,x,x,x,x,x,x,19,95,x
Maldives,1991,12,12,x,x,19,29,x,x,x,x,20,95.1,x
Maldives,1992,12,12,x,x,x,x,x,x,x,x,22.6,95.2,x
Maldives,1993,12,12,x,x,x,x,x,x,x,x,23.1,95.3,x
Maldives,1994,12,12,x,x,x,x,x,x,x,x,25.4,x,x
Maldives,1995,12,12,98.2986441,98.03438683,x,x,46.9,6.3,18.9,24,25.7,94.8,x
Maldives,1996,12,12,x,x,x,x,x,x,x,x,27,96.6,677
Maldives,1997,12,12,x,x,x,x,x,x,x,x,28.6,96.6,x
Maldives,1998,12,12,x,x,x,x,x,x,x,x,30.9,96.7,x
Maldives,1999,12,12,x,x,33,42,x,x,x,x,31.4,96.8,589
Maldives,2000,12,12,98.1701231,98.03438683,x,x,x,x,x,x,33.3,94.8,518
Maldives,2001,12,12,x,x,x,x,x,x,x,x,34,96.9,508
Maldives,2002,12,12,x,x,x,x,x,x,x,x,35.1,96.9,379
Maldives,2003,12,12,x,x,x,x,x,x,x,x,35.6,96.9,281
Maldives,2004,12,12,x,x,34,39,x,x,x,x,37.8,96.9,x
Maldives,2005,12,12,x,x,x,x,x,x,x,x,39.3,95,x
Maldives,2006,12,12,99.3606486,99.24021851,x,x,6.7,0.8,22.9,26.4,39.8,x,x
Maldives,2009,12,12,x,x,27,34.7,5.6,x,22.4,x,x,x,x
Mali,1976,15,18,13.47465284,26.6656264,x,x,51.1,1.8,18.1,27.6,x,x,x
Mali,1985,15,18,x,x,x,x,x,x,x,x,46.3,103.5,x
Mali,1986,15,18,x,x,x,x,x,x,x,x,46.5,x,x
Mali,1987,15,18,x,x,1.3,4.7,44.1,1.2,18.9,28.1,46.5,104.7,58366
Mali,1988,15,18,x,x,x,x,x,x,x,x,46.6,x,x
Mali,1989,15,18,x,x,x,x,x,x,x,x,46.7,x,x
Mali,1990,15,18,x,x,x,x,x,x,x,x,46.8,104.4,x
Mali,1991,15,18,x,x,x,x,x,x,x,x,46.9,x,x
Mali,1992,15,18,x,x,x,x,x,x,x,x,47.1,x,x
Mali,1993,15,18,x,x,x,x,x,x,x,x,47.1,x,x
Mali,1994,15,18,x,x,x,x,x,x,x,x,47.2,x,x
Mali,1995,15,18,x,x,x,x,x,x,x,x,47.3,105.1,x
Mali,1996,15,18,x,x,4.5,6.7,49.7,4.8,18.4,25.8,47.4,108,x
Mali,1997,15,18,x,x,x,x,x,x,x,x,47.6,x,x
Mali,1998,15,18,24.18666567,32.25118119,x,x,x,x,x,x,47.7,102,x
Mali,1999,15,18,x,x,x,x,x,x,x,x,47.8,x,x
Mali,2000,15,18,x,x,x,x,x,x,x,x,47.9,105.5,x
Mali,2001,15,18,x,x,5.7,8.1,48.6,1.7,18.5,25.9,48.2,x,x
Mali,2002,15,18,x,x,x,x,x,x,x,x,48.2,x,x
Mali,2003,15,18,x,x,x,x,x,x,x,x,48.2,x,x
Mali,2004,15,18,x,x,x,x,x,x,x,x,48.7,x,x
Mali,2005,15,18,x,x,x,x,x,x,x,x,49,105.5,x
Mali,2006,15,18,30.79845511,47.37996632,6.3,8.2,52.6,10.7,17.8,24,49.3,x,x
Mali,2010,15,18,44.30170934,56.3712713,x,x,x,x,x,x,x,x,x
Mali,2011,15,18,38.81107041,56.00385403,x,x,x,x,x,x,x,x,x
Malta,1967,18,18,x,x,x,x,2.7,0.3,24,25.8,x,x,x
Malta,1971,18,18,x,x,16,87,x,x,x,x,x,x,x
Malta,1985,18,18,98.21375099,97.4337623,x,x,3.1,0.4,22.2,26.2,22,103.4,139
Malta,1986,18,18,x,x,x,x,x,x,x,x,22.6,102.9,147
Malta,1987,18,18,x,x,x,x,x,x,x,x,22.6,103.4,141
Malta,1988,18,18,x,x,x,x,x,x,x,x,23.2,103.4,138
Malta,1989,18,18,x,x,x,x,x,x,x,x,23,103.4,148
Malta,1990,18,18,x,x,x,x,x,x,x,x,23.6,102.6,144
Malta,1991,18,18,x,x,x,x,x,x,x,x,24,102.3,x
Malta,1992,18,18,x,x,x,x,x,x,x,x,25.2,102.3,164
Malta,1993,18,18,x,x,46,85.8,x,x,x,x,25.4,102.2,176
Malta,1994,18,18,x,x,x,x,x,x,x,x,25.7,102.1,150
Malta,1995,18,18,97.80652837,94.3650655,x,x,2.7,0.7,21.9,26.4,26.4,101.9,142
Malta,1996,18,18,x,x,x,x,x,x,x,x,26.6,101.8,239
Malta,1997,18,18,x,x,x,x,x,x,x,x,26.9,101.7,243
Malta,1998,18,18,x,x,x,x,x,x,x,x,27.9,101.7,234
Malta,1999,18,18,x,x,x,x,x,x,x,x,28,101.6,233
Malta,2000,18,18,x,x,x,x,x,x,x,x,28.9,101.8,239
Malta,2001,18,18,x,x,x,x,x,x,x,x,29.7,102,240
Malta,2002,18,18,x,x,x,x,x,x,x,x,31.9,101.8,232
Malta,2003,18,18,x,x,x,x,x,x,x,x,31.4,101.8,219
Malta,2004,18,18,x,x,x,x,x,x,x,x,32.7,101.8,223
Malta,2005,18,18,98.26503038,97.45976278,x,x,0.5,0.1,25.3,28.2,33.7,101.3,230
Malta,2006,18,18,x,x,x,x,x,x,x,x,34.9,x,x
Malta,2010,18,18,x,x,x,x,0.5,0.1,28.2,31,x,x,x
Mauritania,1977,18,18,x,x,x,x,43,1.8,19.5,27.5,x,x,x
Mauritania,1981,18,18,x,x,0.3,0.8,x,x,x,x,x,x,x
Mauritania,1985,18,18,x,x,x,x,x,x,x,x,40.7,100.1,x
Mauritania,1986,18,18,x,x,x,x,x,x,x,x,40.5,x,x
Mauritania,1987,18,18,x,x,x,x,x,x,x,x,40.4,x,x
Mauritania,1988,18,18,x,x,x,x,36,3.5,20.5,28.1,40.3,101.9,x
Mauritania,1989,18,18,x,x,x,x,x,x,x,x,40.4,x,x
Mauritania,1990,18,18,x,x,x,x,x,x,x,x,40.2,99.8,x
Mauritania,1991,18,18,x,x,x,x,17.4,1.6,23,29.7,40.4,x,x
Mauritania,1992,18,18,x,x,1.2,4.1,x,x,x,x,40.2,x,x
Mauritania,1993,18,18,x,x,x,x,x,x,x,x,40.3,101.4,x
Mauritania,1994,18,18,x,x,x,x,x,x,x,x,40.2,101.3,x
Mauritania,1995,18,18,x,x,x,x,x,x,x,x,40.2,99.4,x
Mauritania,1996,18,18,x,x,x,x,x,x,x,x,40.1,x,x
Mauritania,1997,18,18,x,x,x,x,x,x,x,x,40.1,x,x
Mauritania,1998,18,18,x,x,x,x,x,x,x,x,40.1,x,x
Mauritania,1999,18,18,x,x,x,x,x,x,x,x,39.9,x,x
Mauritania,2000,18,18,61.33664597,67.7326544,x,x,27.7,0.5,21.8,29.4,39.7,98.6,x
Mauritania,2001,18,18,x,x,5.1,8,x,x,x,x,39.8,x,x
Mauritania,2002,18,18,x,x,x,x,x,x,x,x,39.4,x,x
Mauritania,2003,18,18,x,x,x,x,x,x,x,x,39.4,x,x
Mauritania,2004,18,18,x,x,x,x,x,x,x,x,39.4,x,x
Mauritania,2005,18,18,x,x,x,x,x,x,x,x,39.3,97.8,x
Mauritania,2006,18,18,x,x,x,x,x,x,x,x,39.2,x,x
Mauritania,2007,18,18,x,x,8,9.3,x,x,x,x,x,x,x
Mauritania,2011,18,18,66.18019,71.63848,x,x,x,x,x,x,x,x,x
Mauritius,1972,18,18,x,x,x,x,13.2,0.7,22.5,27.2,x,x,x
Mauritius,1975,18,18,x,x,29.2,45.7,x,x,x,x,x,x,x
Mauritius,1983,18,18,x,x,x,x,11.2,0.6,23.7,27.4,x,x,x
Mauritius,1985,18,18,x,x,44.2,74.6,x,x,x,x,34.8,100.7,x
Mauritius,1986,18,18,x,x,x,x,x,x,x,x,34.5,x,x
Mauritius,1987,18,18,x,x,x,x,x,x,x,x,34.3,x,x
Mauritius,1988,18,18,x,x,x,x,x,x,x,x,34.3,x,x
Mauritius,1989,18,18,x,x,x,x,x,x,x,x,34,x,x
Mauritius,1990,18,18,91.70590034,90.69556829,x,x,11.3,0.6,23.8,28.2,33.9,100.2,2129
Mauritius,1991,18,18,x,x,49.2,74.6,x,x,x,x,33.5,x,2229
Mauritius,1992,18,18,x,x,x,x,x,x,x,x,33.5,99.7,2220
Mauritius,1993,18,18,x,x,x,x,x,x,x,x,33.3,99.6,x
Mauritius,1994,18,18,x,x,x,x,x,x,x,x,33.2,99.7,2328
Mauritius,1995,18,18,x,x,x,x,x,x,x,x,33.1,100.4,2180
Mauritius,1996,18,18,x,x,x,x,x,x,x,x,33.3,99.9,2174
Mauritius,1997,18,18,x,x,x,x,x,x,x,x,33.5,101,2100
Mauritius,1998,18,18,x,x,x,x,x,x,x,x,33.7,101.2,1979
Mauritius,1999,18,18,x,x,x,x,x,x,x,x,34,101.5,1955
